path,surface_area,compactness,rectangularity,diameter,eccentricity
['data' 'LabeledDB_new' 'Airplane' '78' 'original.ply'],-0.45030977329028776,0.13422433681561785,-0.8305486952605491,0.4991150621297331,0.7737979785081301
['data' 'LabeledDB_new' 'Airplane' '79' 'original.ply'],-0.4497362776542889,0.18172439881882352,-0.8034069107094347,0.7761495856110724,0.1499886760312267
['data' 'LabeledDB_new' 'Airplane' '80' 'original.ply'],-0.3877514569017629,0.19054505889595105,-0.7525674047116587,0.6096726887194608,0.23576360209024302
['data' 'LabeledDB_new' 'Ant' '100' 'original.ply'],-0.4671372544905369,0.005874387368175855,-0.7013873692845906,-0.5023798857690864,-0.5007080799874367
['data' 'LabeledDB_new' 'Ant' '81' 'original.ply'],-0.5478318603587947,-0.22147037633329492,-0.6343297293276444,0.13426103974775241,-0.3869368085009029
['data' 'LabeledDB_new' 'Ant' '82' 'original.ply'],-0.29308223621019747,-0.2393701325901807,-0.6723035110329421,0.19433336449840186,-0.450012356290084
['data' 'LabeledDB_new' 'Ant' '83' 'original.ply'],-0.4830463639120237,-0.25866799188559614,-0.5975637167906631,0.5382528637143309,-0.19215224611011636
['data' 'LabeledDB_new' 'Ant' '84' 'original.ply'],-0.5308420738942502,-0.12923433705774187,-0.7240143910466281,-0.11248723421644018,-0.4797293446620403
['data' 'LabeledDB_new' 'Ant' '85' 'original.ply'],-0.33069459692373315,-0.17291975982966637,-0.4780570973740933,0.4618001514916355,0.10531980025207655
['data' 'LabeledDB_new' 'Ant' '86' 'original.ply'],-0.43355466306867635,-0.31835567965268496,-0.3735870083142103,0.3156720499892473,-0.3907931820297451
['data' 'LabeledDB_new' 'Ant' '87' 'original.ply'],-0.34152078443221195,-0.32059195999159845,-0.6696800637660323,0.527033011312478,-0.35914649600245785
['data' 'LabeledDB_new' 'Ant' '88' 'original.ply'],-0.26402496264187086,-0.2140096910830324,-0.7935237804361184,0.26538517930428895,-0.4505221160702138
['data' 'LabeledDB_new' 'Ant' '89' 'original.ply'],-0.37625930822330533,-0.0010817399810972809,-0.5841147643529357,0.21434923124859592,-0.1994928759401377
['data' 'LabeledDB_new' 'Ant' '90' 'original.ply'],-0.3274952679917642,-0.1961742418278624,-0.6569463617181424,0.12549285423362055,-0.47174327239402647
['data' 'LabeledDB_new' 'Ant' '91' 'original.ply'],-0.2544533864846378,-0.24904665698631517,-0.6342155284323894,0.043731371186262774,-0.4562185502235283
['data' 'LabeledDB_new' 'Ant' '92' 'original.ply'],-0.5418406033855085,-0.2967883289703425,-0.533739845798548,0.7457378292148459,-0.15254681372819454
['data' 'LabeledDB_new' 'Ant' '93' 'original.ply'],-0.263055394011098,-0.31450562735826576,-0.6506452770024767,0.4621474898330272,-0.2863262430001248
['data' 'LabeledDB_new' 'Ant' '94' 'original.ply'],-0.5049666170573375,0.03612331887529372,-0.7795431560441477,0.07763279314053317,0.09258489310803325
['data' 'LabeledDB_new' 'Ant' '95' 'original.ply'],-0.4336638446405067,-0.30801977344967335,-0.4047989768719369,0.377337714273179,0.11572658360962383
['data' 'LabeledDB_new' 'Ant' '96' 'original.ply'],-0.3721551329864626,0.013328763970462076,-0.7379616889117326,0.3403959886939658,0.19999771362310098
['data' 'LabeledDB_new' 'Ant' '97' 'original.ply'],-0.40614779972987325,-0.006789443303274045,-0.29234163958613246,0.17043884824652925,0.06815182735028166
['data' 'LabeledDB_new' 'Ant' '98' 'original.ply'],-0.4881425646363105,-0.35030468858200775,-0.566916632303369,0.6745095065022932,-0.2393153988008512
['data' 'LabeledDB_new' 'Ant' '99' 'original.ply'],-0.5298335224343227,0.019216700590914435,-0.8033423346681154,-0.008884956138585419,-0.30987107409304643
['data' 'LabeledDB_new' 'Armadillo' '281' 'original.ply'],-0.18121672767880248,-0.373326653249356,-0.5360256794889988,-0.5577537666593672,-0.5734225494017201
['data' 'LabeledDB_new' 'Armadillo' '282' 'original.ply'],-0.0774138325660291,-0.3631229658550595,-0.24257655269790468,0.058911530033797295,-0.5034764114949027
['data' 'LabeledDB_new' 'Armadillo' '283' 'original.ply'],-0.3643732076795705,-0.30622509362824085,-0.594969888714763,0.9869263417047027,-0.17063912253369554
['data' 'LabeledDB_new' 'Armadillo' '284' 'original.ply'],-0.02690275118287322,-0.3799119086928422,-0.5567000775186421,-0.8819108459179709,-0.6193138159713015
['data' 'LabeledDB_new' 'Armadillo' '285' 'original.ply'],0.1442065491426658,-0.3558342560612945,-0.4688424546645159,-0.5008035250738977,-0.5455885420367493
['data' 'LabeledDB_new' 'Armadillo' '286' 'original.ply'],0.46681817462849146,-0.30362701168071504,-0.3321853577830185,-0.6455823963024265,-0.6465267714073968
['data' 'LabeledDB_new' 'Armadillo' '287' 'original.ply'],0.3356345417175385,-0.31962083969972305,-0.5146132555941846,0.2535678618114196,-0.5893608350212314
['data' 'LabeledDB_new' 'Armadillo' '288' 'original.ply'],0.39120000184160963,-0.3468738751564892,-0.5071505510761628,-0.3177296307789657,-0.6504213446842576
['data' 'LabeledDB_new' 'Armadillo' '289' 'original.ply'],0.06719853687480368,-0.3196484735478599,-0.7615718622965507,0.1420497364784613,-0.6217856377903269
['data' 'LabeledDB_new' 'Armadillo' '290' 'original.ply'],-0.2646856657590612,-0.24257413281578524,-0.647583067030325,0.7159940472517822,-0.5462128492387417
['data' 'LabeledDB_new' 'Armadillo' '291' 'original.ply'],0.24904098348796339,-0.38604813597683424,-0.08761056597354369,0.5783986776718593,-0.5133830922319105
['data' 'LabeledDB_new' 'Armadillo' '292' 'original.ply'],-0.1731332877419915,-0.4165960675204809,-0.5323696116092037,-0.8342128791537122,-0.5579392908008924
['data' 'LabeledDB_new' 'Armadillo' '293' 'original.ply'],-0.13639977577005355,-0.421202803807157,-0.24998392657347704,0.1224622432149582,-0.5103607139159687
['data' 'LabeledDB_new' 'Armadillo' '294' 'original.ply'],-0.478807227904063,-0.3680865785217177,-0.49974152031764674,0.822752853873684,-0.12457115751370501
['data' 'LabeledDB_new' 'Armadillo' '295' 'original.ply'],-0.3270396120386171,-0.49633990636371994,-0.5203749253048292,-1.117976590989872,-0.5338278254675539
['data' 'LabeledDB_new' 'Armadillo' '296' 'original.ply'],0.04261554438527612,-0.4541838592303182,-0.2805081860192075,-0.20943216290490554,-0.4261238458798818
['data' 'LabeledDB_new' 'Armadillo' '297' 'original.ply'],0.2674138173420037,-0.4321410999563533,-0.24442528352133444,-0.4193341583679403,-0.6295419243753066
['data' 'LabeledDB_new' 'Armadillo' '298' 'original.ply'],0.23298944795010745,-0.38862995812208895,-0.5037996722758371,0.27571186112058815,-0.5922145419080693
['data' 'LabeledDB_new' 'Armadillo' '299' 'original.ply'],0.3005497783814483,-0.4039141859838083,-0.5252295479803735,-0.22462069280424088,-0.6437876525419336
['data' 'LabeledDB_new' 'Armadillo' '300' 'original.ply'],-0.04272146636051377,-0.3815937424636466,-0.7539273739955695,0.04718414309680737,-0.6312408963589068
['data' 'LabeledDB_new' 'Bearing' '341' 'original.ply'],-0.7094887969042706,-0.6040252069227574,0.9192098792173431,-1.4166126618544017,-0.13692884407361344
['data' 'LabeledDB_new' 'Bearing' '342' 'original.ply'],-0.3049082085191393,-0.6040248659320427,0.919204343993786,0.6837284365789059,-0.13692941934937947
['data' 'LabeledDB_new' 'Bearing' '343' 'original.ply'],-0.3886248342949938,-0.6040248797754917,0.9192091178699147,0.2836525839705843,-0.13655198740671287
['data' 'LabeledDB_new' 'Bearing' '344' 'original.ply'],-0.637819308566897,-0.6686520659669735,1.616704770575717,-2.9038570295762565,-0.4789382217492903
['data' 'LabeledDB_new' 'Bearing' '345' 'original.ply'],-0.6389692386718373,-0.6647647249880874,1.523388394607992,-2.927920984102268,-0.4671986868740279
['data' 'LabeledDB_new' 'Bearing' '346' 'original.ply'],-0.6404782723681854,-0.6664099061174389,1.5116634503024031,-2.9314986520576443,-0.4759411595097502
['data' 'LabeledDB_new' 'Bearing' '347' 'original.ply'],0.33704959104643994,-0.7019272403602059,2.827969589842821,0.6081937181679092,-0.39839365150770994
['data' 'LabeledDB_new' 'Bearing' '348' 'original.ply'],-1.262104848041229,-0.5927918216570863,2.6451403987921998,-4.511529483410591,0.3191575998872649
['data' 'LabeledDB_new' 'Bearing' '349' 'original.ply'],-0.846798753573866,-0.5927918028690454,2.6451226685143423,-0.28529329106234724,0.06025457642745586
['data' 'LabeledDB_new' 'Bearing' '350' 'original.ply'],-0.7802116845321964,-0.5971178940880644,2.6379822224482217,0.27608528040039987,0.5425701877787241
['data' 'LabeledDB_new' 'Bearing' '351' 'original.ply'],-0.35654830436950763,-0.6385632143914837,1.458179626516004,0.38789458049885,-0.039744057054110896
['data' 'LabeledDB_new' 'Bearing' '352' 'original.ply'],-0.5898111460515582,-0.6468290385470884,1.5438708985585103,-0.8357078846880103,-0.32712756591071634
['data' 'LabeledDB_new' 'Bearing' '353' 'original.ply'],-0.8740545567602249,-0.5436252538765634,0.432963875414429,0.09060409171713865,0.527489636424107
['data' 'LabeledDB_new' 'Bearing' '354' 'original.ply'],-1.0808628876132955,-0.6102899450992045,0.6005847294479886,-3.193873255456074,-0.06651828683460738
['data' 'LabeledDB_new' 'Bearing' '355' 'original.ply'],-0.7818995452416486,-0.5735686631284989,3.2316938801467465,1.0394487351653094,0.9021717623093903
['data' 'LabeledDB_new' 'Bearing' '356' 'original.ply'],-0.781869530963615,-0.5736319674558407,3.2316718494601893,1.0401842065879325,0.9021686551730588
['data' 'LabeledDB_new' 'Bearing' '357' 'original.ply'],-0.7031425455528127,0.11115624859660835,3.5495225409702194,1.0007583442478856,5.2057405024804435
['data' 'LabeledDB_new' 'Bearing' '358' 'original.ply'],-0.4275520139996549,-0.1310382160709058,-0.5491571248669329,-2.669099017936661,-0.629656815131099
['data' 'LabeledDB_new' 'Bearing' '359' 'original.ply'],-0.42092644174000804,-0.13089114909059058,-0.5491575106393888,-2.6453077725047596,-0.6279509600053401
['data' 'LabeledDB_new' 'Bearing' '360' 'original.ply'],-1.4564899472876969,-0.6031009430937693,2.638679026669817,-9.121529676784311,0.09658586630013244
['data' 'LabeledDB_new' 'Bird' '241' 'original.ply'],-0.878778770840156,-0.3258643172779316,-0.6991668108064949,0.9771981611521147,0.5596172989221319
['data' 'LabeledDB_new' 'Bird' '242' 'original.ply'],-0.27094893541598897,-0.24387251996196246,-0.6540433146259823,0.0198947038351012,-0.5303858796851969
['data' 'LabeledDB_new' 'Bird' '243' 'original.ply'],-0.8792000992985395,-0.3833151078402523,-0.525740857357937,1.0032435261438155,1.7846678932897015
['data' 'LabeledDB_new' 'Bird' '244' 'original.ply'],-0.7313933675449632,-0.05182677551231443,-0.41808157526299744,0.8654444597343142,1.4782640894947654
['data' 'LabeledDB_new' 'Bird' '245' 'original.ply'],-0.4424056587602101,0.10211036549954335,-0.7909597382135221,0.0056709735990493025,-0.5243811338959399
['data' 'LabeledDB_new' 'Bird' '246' 'original.ply'],-0.7776310796133432,-0.1691876598264024,-0.5988066500475022,0.75989463241144,0.10611530676977972
['data' 'LabeledDB_new' 'Bird' '247' 'original.ply'],-0.5899804558581816,-0.06113058794527549,-0.75294645786462,0.23655491210873458,-0.415353641558545
['data' 'LabeledDB_new' 'Bird' '248' 'original.ply'],-0.2816312142982352,0.2744744164247836,-0.8095780411694767,-1.3101131934115902,-0.6430432071802821
['data' 'LabeledDB_new' 'Bird' '249' 'original.ply'],-0.8819521165693434,-0.14106835563562645,-0.7364748332770485,0.8534340572244442,0.46916849474522987
['data' 'LabeledDB_new' 'Bird' '250' 'original.ply'],-0.7520140348047714,0.013760781770429624,-0.436067777264395,0.5655109050336082,2.536958259756206
['data' 'LabeledDB_new' 'Bird' '251' 'original.ply'],-0.8792000992985395,-0.3833151078402523,-0.525740857357937,1.0032435261438155,1.7846678932897015
['data' 'LabeledDB_new' 'Bird' '252' 'original.ply'],-0.5320055527032906,-0.04721690754583038,-0.7410556709285394,-0.4338233844007024,-0.4700255927720841
['data' 'LabeledDB_new' 'Bird' '253' 'original.ply'],-0.5230042229090148,0.05420962175373466,-0.7582074064408273,0.1426131340293026,0.12630084993343535
['data' 'LabeledDB_new' 'Bird' '254' 'original.ply'],-0.8262404797056592,-0.03301353855638611,-0.40546259482820585,1.0161488037364679,2.8464450278456193
['data' 'LabeledDB_new' 'Bird' '255' 'original.ply'],-0.6251986556411455,-0.2897350291780552,-0.6245789068907934,0.7162517793471409,-0.3863657601746475
['data' 'LabeledDB_new' 'Bird' '256' 'original.ply'],-0.6103166231397316,-0.22687635527885106,-0.9105114564424364,0.7120841287088256,-0.3081410450406135
['data' 'LabeledDB_new' 'Bird' '257' 'original.ply'],-0.6498453922534828,2.554559172592127,-0.7032853299208305,0.5634134856469022,2.188409589904658
['data' 'LabeledDB_new' 'Bird' '258' 'original.ply'],-0.18348443516408644,0.4577751796932786,-0.8335180613009022,-1.1027578147064168,-0.493823892658812
['data' 'LabeledDB_new' 'Bird' '259' 'original.ply'],-0.17578152087502244,-0.1736402967548173,-0.5958353853151767,-0.05291722862652112,-0.3941063537740784
['data' 'LabeledDB_new' 'Bird' '260' 'original.ply'],-0.43141627183547576,0.04495058893493222,-0.6945771085615506,-2.546649371839766,-0.5534834217839447
['data' 'LabeledDB_new' 'Bust' '301' 'original.ply'],0.5833539279676528,-0.6557669057651574,1.120147211750906,0.7310895195471991,-0.519414135014925
['data' 'LabeledDB_new' 'Bust' '302' 'original.ply'],1.0415639943004036,-0.6116812250393296,0.5711411748179227,0.12194306561693793,-0.5423905575225084
['data' 'LabeledDB_new' 'Bust' '303' 'original.ply'],0.15686437294107247,-0.639623575358638,0.4141263560483638,-1.1480663543236123,-0.5914833290362647
['data' 'LabeledDB_new' 'Bust' '304' 'original.ply'],0.4143821842771694,-0.5855208737993061,0.5261000277334388,0.7728044768856767,-0.37302847608639944
['data' 'LabeledDB_new' 'Bust' '305' 'original.ply'],1.6625179117446673,-0.6106328457361038,0.5785002750858206,0.7467368770963662,-0.627969024208011
['data' 'LabeledDB_new' 'Bust' '306' 'original.ply'],0.5068333999993085,-0.67606048963857,0.537001521185389,-0.5836545987532555,-0.5741385805495088
['data' 'LabeledDB_new' 'Bust' '307' 'original.ply'],1.7659639785596604,-0.6858956139361873,0.3707742288160463,0.6817946154146326,-0.6400790637505214
['data' 'LabeledDB_new' 'Bust' '308' 'original.ply'],2.1362594212790134,-0.7161207049703509,0.9905261877406136,0.6250226560295429,-0.6567041841182413
['data' 'LabeledDB_new' 'Bust' '309' 'original.ply'],0.80672717612028,-0.6652928307930156,1.1341224895971551,-0.8028299757765708,-0.6409370972446492
['data' 'LabeledDB_new' 'Bust' '310' 'original.ply'],1.9517752641538533,-0.7301001514942567,1.2074661256215413,0.495970161828102,-0.6436115076691378
['data' 'LabeledDB_new' 'Bust' '311' 'original.ply'],1.1337434351317937,-0.6123811273865387,0.6389486903342114,0.23712853454120894,-0.5511407288364155
['data' 'LabeledDB_new' 'Bust' '312' 'original.ply'],0.9806809985307785,-0.6142290887365217,0.33784456411947583,-0.6570199461103208,-0.5633739282521555
['data' 'LabeledDB_new' 'Bust' '313' 'original.ply'],1.2042267888683713,-0.6219142452284371,0.4437397467030629,-0.34626657876238615,-0.6147484682474899
['data' 'LabeledDB_new' 'Bust' '314' 'original.ply'],0.49607125480508213,-0.6268443754046372,0.48475333598275555,-0.22761261381780887,-0.5040189052212714
['data' 'LabeledDB_new' 'Bust' '315' 'original.ply'],0.8074362660786206,-0.7057481534132943,0.8360023031551468,-0.4997818419632483,-0.6339950435048948
['data' 'LabeledDB_new' 'Bust' '316' 'original.ply'],0.9829932716985994,-0.6662423341311394,0.6465110216239286,-0.2855990814704479,-0.6295679171887575
['data' 'LabeledDB_new' 'Bust' '317' 'original.ply'],0.9148239562035514,-0.7149175038177895,0.9974626043613486,0.0030494427691806136,-0.6068355932187439
['data' 'LabeledDB_new' 'Bust' '318' 'original.ply'],0.4541219415759716,-0.6674828658672346,0.3731267906624985,-0.21159906671469592,-0.5776392977955176
['data' 'LabeledDB_new' 'Bust' '319' 'original.ply'],1.1667020825008239,-0.7083093585351005,1.3194190531361891,0.7437815292547619,-0.5556179841580456
['data' 'LabeledDB_new' 'Bust' '320' 'original.ply'],1.6287782473468828,-0.6785420221461046,0.6243204694133782,-0.10482749676452177,-0.6443698904190196
['data' 'LabeledDB_new' 'Chair' '101' 'original.ply'],-0.5094335307801414,1.03820768962321,-0.759941941643451,0.6240058643945617,-0.52671838440685
['data' 'LabeledDB_new' 'Chair' '102' 'original.ply'],0.19298607463321377,0.8227659814993945,-0.7459996590884503,0.9348587801978138,-0.5990462148706435
['data' 'LabeledDB_new' 'Chair' '103' 'original.ply'],-0.36294321287730436,0.3824584633702181,-0.6696678811594234,0.6374699853235275,-0.6064591620412003
['data' 'LabeledDB_new' 'Chair' '104' 'original.ply'],-0.4592146199910915,1.6161808779243454,-0.6887634130028133,0.46522042935947056,-0.5537754469903388
['data' 'LabeledDB_new' 'Chair' '105' 'original.ply'],-0.4611617007178785,1.850147246550004,-0.6737416347387556,0.16143253825184156,-0.5474698304577865
['data' 'LabeledDB_new' 'Chair' '106' 'original.ply'],-0.05438503752774161,1.1575190503510793,-0.7160237231167129,0.05609318527302601,-0.6427997274362015
['data' 'LabeledDB_new' 'Chair' '107' 'original.ply'],0.09181058064450501,0.7498071276169881,-0.7356542196347573,0.7204864984974433,-0.5728074091481633
['data' 'LabeledDB_new' 'Chair' '108' 'original.ply'],0.050099249528612104,0.6732924415862799,-0.7470649522587659,0.8289207667411778,-0.5756421940169016
['data' 'LabeledDB_new' 'Chair' '109' 'original.ply'],-0.6482551233521442,0.3191559074227775,-0.7669717767267565,-0.25280441839491513,-0.6314252450869003
['data' 'LabeledDB_new' 'Chair' '110' 'original.ply'],-0.5736562293145075,1.130304215456854,-0.7295104534124321,0.27817022273756215,-0.49222587630205994
['data' 'LabeledDB_new' 'Chair' '111' 'original.ply'],-0.5825541023058094,0.982496010306691,-0.7378857450471561,0.4491412335752322,-0.49964423848484707
['data' 'LabeledDB_new' 'Chair' '112' 'original.ply'],-0.3095952648198073,0.6221712383821338,-0.6463184116742153,0.1498761563170344,-0.6227323487835521
['data' 'LabeledDB_new' 'Chair' '113' 'original.ply'],-0.48761144808639206,1.1303110206741729,-0.7862029801752916,-0.5737069514602845,-0.5777019234347962
['data' 'LabeledDB_new' 'Chair' '114' 'original.ply'],-1.0410349534999297,0.34816900731339745,-0.8782097898738419,-0.9371858948475765,-0.5788502727018292
['data' 'LabeledDB_new' 'Chair' '115' 'original.ply'],-0.5257973998909776,0.9797265375183707,-0.8059224342230603,-0.3953583192146381,-0.5770811650813604
['data' 'LabeledDB_new' 'Chair' '116' 'original.ply'],0.057850528273349536,1.003685983257487,-0.6901703149147547,0.5142564876784624,-0.5887520203067095
['data' 'LabeledDB_new' 'Chair' '117' 'original.ply'],-0.008967417815749364,3.2675890786094417,-0.7987361273876197,0.17540088060559778,-0.6207861021335429
['data' 'LabeledDB_new' 'Chair' '118' 'original.ply'],-0.5123218299875483,0.6276560289201284,-0.7191899115338288,0.5964255626633205,-0.5142896488017825
['data' 'LabeledDB_new' 'Chair' '119' 'original.ply'],-0.20379533177679726,0.9837558514818562,-0.7068503109632892,0.40131820421327097,-0.6402714769667883
['data' 'LabeledDB_new' 'Chair' '120' 'original.ply'],-0.30500350856129355,0.9794143016165376,-0.6366544375797751,0.12273218129707023,-0.5287683987670692
['data' 'LabeledDB_new' 'Cup' '21' 'original.ply'],2.137306099429208,1.4266245163280817,-0.13508308844849506,-0.5856079003771607,-0.6548883157052272
['data' 'LabeledDB_new' 'Cup' '22' 'original.ply'],3.351958363433493,0.4730290399362982,0.2709258241175112,0.43369171824910757,-0.6604626991433629
['data' 'LabeledDB_new' 'Cup' '23' 'original.ply'],2.0509584186281993,0.6373775017061337,-0.10932417897203688,-0.09499892285915479,-0.639053818679769
['data' 'LabeledDB_new' 'Cup' '24' 'original.ply'],3.4038701399866613,0.02236381438424463,0.5457500330569782,0.5208794763658133,-0.6594546388703937
['data' 'LabeledDB_new' 'Cup' '25' 'original.ply'],3.5677887171309033,5.336705737355094,-0.15702956729921994,0.9418976427670145,-0.6379051804258646
['data' 'LabeledDB_new' 'Cup' '26' 'original.ply'],3.0657126432260418,4.139063278937994,-0.24871867430952765,0.5840658502564862,-0.6288746994044868
['data' 'LabeledDB_new' 'Cup' '27' 'original.ply'],2.729622895047723,1.9913337845231496,-0.03561038180943935,0.0948565399548697,-0.6429969360506497
['data' 'LabeledDB_new' 'Cup' '28' 'original.ply'],2.2308806183654633,1.4349853107349986,-0.13746133286871415,-0.46067210364273947,-0.6569373346289783
['data' 'LabeledDB_new' 'Cup' '29' 'original.ply'],2.3196281920461472,2.967414691513141,-0.2023907192946944,0.22300392239066463,-0.6416922306754057
['data' 'LabeledDB_new' 'Cup' '30' 'original.ply'],0.3316211695762647,0.7371336904925794,-0.5576427892671968,-0.6104263914221117,-0.5825716039107195
['data' 'LabeledDB_new' 'Cup' '31' 'original.ply'],3.0504391803932203,-0.04734791290459287,0.3422413689356777,0.42727505972322977,-0.6541151586857645
['data' 'LabeledDB_new' 'Cup' '32' 'original.ply'],2.6228069929270594,3.5671913392037897,-0.20739282689451255,-0.04809023856404457,-0.6490824631651129
['data' 'LabeledDB_new' 'Cup' '33' 'original.ply'],2.946467718418225,0.5396539673160533,0.17783419388452443,0.026131525729272007,-0.6743101666751373
['data' 'LabeledDB_new' 'Cup' '34' 'original.ply'],3.241739651355442,0.11838949409920753,0.5028015907358829,0.6089535521544241,-0.6622762702577805
['data' 'LabeledDB_new' 'Cup' '35' 'original.ply'],1.1847145595991364,0.16941974903812157,0.29079569475557593,-0.15400173595647135,-0.5917802820690985
['data' 'LabeledDB_new' 'Cup' '36' 'original.ply'],2.3072938299367793,4.3017353844338695,-0.5922172784944107,-0.4138047478750877,-0.6621505947293258
['data' 'LabeledDB_new' 'Cup' '37' 'original.ply'],3.8036628238097223,1.0916286930274834,0.20967657257796843,0.1757987216301483,-0.6796153327160487
['data' 'LabeledDB_new' 'Cup' '38' 'original.ply'],3.2465542140635315,1.2511159380608934,0.11938273479926144,0.3431330392241698,-0.6423995161346617
['data' 'LabeledDB_new' 'Cup' '39' 'original.ply'],3.457936062502491,8.580979846867805,-0.3893043239954737,0.3409098311654553,-0.6630704127742216
['data' 'LabeledDB_new' 'Cup' '40' 'original.ply'],3.2988446768540607,3.8727599413782383,0.05364106812732418,1.0219644311717804,-0.6044920666663373
['data' 'LabeledDB_new' 'Fish' '221' 'original.ply'],-0.4311461403766009,-0.6163082275217789,-0.11561663984654293,-0.08479638662474388,-0.23448629385304992
['data' 'LabeledDB_new' 'Fish' '222' 'original.ply'],-0.6892141153466022,-0.6254749104389051,0.016416106120390645,0.11968724439553231,-0.12459902342230204
['data' 'LabeledDB_new' 'Fish' '223' 'original.ply'],-0.534826736873011,-0.5232436129396199,-0.41130508649878933,-0.026970290952412688,-0.2311893777502048
['data' 'LabeledDB_new' 'Fish' '224' 'original.ply'],-0.7184450651565852,-0.5804927209938623,-0.02755420719864719,0.1544525156780845,0.09989168451753752
['data' 'LabeledDB_new' 'Fish' '225' 'original.ply'],-0.5884340363041297,-0.5337473614426405,-0.34026433798961825,0.0341597899369338,-0.2947310074296017
['data' 'LabeledDB_new' 'Fish' '226' 'original.ply'],-0.6593083895572828,-0.6236561482232732,0.12494087851644319,0.5235644852830134,-0.11119392886970829
['data' 'LabeledDB_new' 'Fish' '227' 'original.ply'],-0.6593083895572828,-0.6236561482232732,0.12494087851644319,0.5235644852830134,-0.11119392886970829
['data' 'LabeledDB_new' 'Fish' '228' 'original.ply'],-0.6385014713311327,-0.6109716119090018,-0.04541890442921641,0.004087267520167738,-0.11180334868068065
['data' 'LabeledDB_new' 'Fish' '229' 'original.ply'],-0.6114078441646197,-0.6264664563845223,0.09918600754329612,0.4566780923184266,-0.174972296589727
['data' 'LabeledDB_new' 'Fish' '230' 'original.ply'],-0.35580255798210547,-0.6147936402489,-0.08308166086524504,-0.01051783458028789,-0.25480671251336373
['data' 'LabeledDB_new' 'Fish' '231' 'original.ply'],-0.5859389092716276,-0.5896879355880814,-0.19119318085893283,-0.001991913065926713,-0.1839558719989642
['data' 'LabeledDB_new' 'Fish' '232' 'original.ply'],-0.6736821006818031,-0.5821544400649901,0.09765023845716743,0.1860379232901287,0.17722922401438734
['data' 'LabeledDB_new' 'Fish' '233' 'original.ply'],-0.17962543749289137,-0.5774151249342373,-0.2380826113209927,-0.5852535992337612,-0.5264584433957312
['data' 'LabeledDB_new' 'Fish' '234' 'original.ply'],-0.3563223618413755,-0.556581351814652,-0.28044679298309166,0.17394793941668346,-0.3129360500884544
['data' 'LabeledDB_new' 'Fish' '235' 'original.ply'],-0.6871305626178452,-0.5815275821620209,-0.17594942962870033,0.2329823240452192,0.0052231229689565055
['data' 'LabeledDB_new' 'Fish' '236' 'original.ply'],-0.7723420457478688,-0.5391128392585199,-0.3341714211492243,0.08646048970458477,0.19328753484302116
