path,nr_of_vertices,nr_of_faces,surface_area,volume,diameter
['data' 'LabeledDB_new' 'Fish' '225' 'original.ply'],516,1028,2.7681866529552246,0.3052591150912013,inf
['data' 'LabeledDB_new' 'Fish' '226' 'original.ply'],526,1048,2.5944098038191643,0.25231015754811814,inf
['data' 'LabeledDB_new' 'Fish' '227' 'original.ply'],526,1048,2.5944098038191643,0.25231015754811814,inf
['data' 'LabeledDB_new' 'Fish' '228' 'original.ply'],467,930,2.8972092655897046,0.27958642470364864,inf
['data' 'LabeledDB_new' 'Fish' '229' 'original.ply'],462,920,2.8724571563796797,0.26395621221443294,inf
['data' 'LabeledDB_new' 'Fish' '230' 'original.ply'],786,1568,3.7071368113523797,0.45395491844968644,inf
['data' 'LabeledDB_new' 'Fish' '231' 'original.ply'],581,1158,2.7742215722986185,0.27247427264141855,inf
['data' 'LabeledDB_new' 'Fish' '232' 'original.ply'],802,1600,2.455067707573609,0.21042417872106045,inf
['data' 'LabeledDB_new' 'Fish' '233' 'original.ply'],753,1502,3.5637790237558553,0.5008330964214054,inf
['data' 'LabeledDB_new' 'Fish' '234' 'original.ply'],574,1144,3.2948106499807754,0.40646405571030575,inf
['data' 'LabeledDB_new' 'Fish' '235' 'original.ply'],374,744,2.4878156534366895,0.2205035153176477,inf
['data' 'LabeledDB_new' 'Fish' '236' 'original.ply'],416,828,2.2617038840764394,0.18332971794613523,inf
['data' 'LabeledDB_new' 'Fish' '237' 'original.ply'],466,928,2.0052258686336213,0.14283725488363064,inf
['data' 'LabeledDB_new' 'Fish' '238' 'original.ply'],488,972,2.3206506234136755,0.1917307995528599,inf
['data' 'LabeledDB_new' 'Fish' '239' 'original.ply'],682,1360,2.1646112080305526,0.16966833767216766,inf
['data' 'LabeledDB_new' 'Fish' '240' 'original.ply'],618,1232,2.9553763102601844,0.2840924194649837,inf
['data' 'LabeledDB_new' 'FourLeg' '381' 'original.ply'],271,538,4.068415224074669,0.5606529565988002,inf
['data' 'LabeledDB_new' 'FourLeg' '382' 'original.ply'],568,1132,4.161098257517325,0.5580436272340282,inf
['data' 'LabeledDB_new' 'FourLeg' '383' 'original.ply'],412,820,4.542643250397989,0.6597381987352335,inf
['data' 'LabeledDB_new' 'FourLeg' '384' 'original.ply'],295,586,4.508909393121314,0.5752887348359628,inf
['data' 'LabeledDB_new' 'FourLeg' '385' 'original.ply'],705,1406,4.5923070102465555,0.5902691197110171,inf
['data' 'LabeledDB_new' 'FourLeg' '386' 'original.ply'],114,224,5.5441807599164425,0.9051853054114248,inf
['data' 'LabeledDB_new' 'FourLeg' '387' 'original.ply'],485,966,4.1725529318935,0.4777815308059825,inf
['data' 'LabeledDB_new' 'FourLeg' '388' 'original.ply'],476,948,4.677984694874701,0.6952084387337215,inf
['data' 'LabeledDB_new' 'FourLeg' '389' 'original.ply'],235,466,4.611849639297404,0.6519012053199147,inf
['data' 'LabeledDB_new' 'FourLeg' '390' 'original.ply'],228,452,3.107883388343022,0.30795280206792,inf
['data' 'LabeledDB_new' 'FourLeg' '391' 'original.ply'],263,522,4.081708439071516,0.5175762808439623,inf
['data' 'LabeledDB_new' 'FourLeg' '392' 'original.ply'],438,872,4.374117051583111,0.6010911436883261,inf
['data' 'LabeledDB_new' 'FourLeg' '393' 'original.ply'],541,1078,3.9154282344777336,0.4577033212956489,inf
['data' 'LabeledDB_new' 'FourLeg' '394' 'original.ply'],395,786,4.339846122312619,0.477220902816064,inf
['data' 'LabeledDB_new' 'FourLeg' '395' 'original.ply'],262,520,4.252140512047527,0.5254288099296309,inf
['data' 'LabeledDB_new' 'FourLeg' '396' 'original.ply'],284,564,3.9042093173262455,0.44410373906696715,inf
['data' 'LabeledDB_new' 'FourLeg' '397' 'original.ply'],380,756,3.9339306411915524,0.45017721405074845,inf
['data' 'LabeledDB_new' 'FourLeg' '398' 'original.ply'],136,268,2.194496631337938,0.19551629232114873,inf
['data' 'LabeledDB_new' 'FourLeg' '399' 'original.ply'],203,402,4.498922391970494,0.5956372452746721,inf
['data' 'LabeledDB_new' 'FourLeg' '400' 'original.ply'],213,422,4.200491978331081,0.5537664631233646,inf
['data' 'LabeledDB_new' 'Glasses' '41' 'original.ply'],714,1424,2.84312160665969,0.2641594301360403,inf
['data' 'LabeledDB_new' 'Glasses' '42' 'original.ply'],448,892,2.2729498162734965,0.17526451005831364,inf
['data' 'LabeledDB_new' 'Glasses' '43' 'original.ply'],807,1610,2.066416728923219,0.13727311800922298,inf
['data' 'LabeledDB_new' 'Glasses' '44' 'original.ply'],938,1872,2.949541860077349,0.2685905382264242,inf
['data' 'LabeledDB_new' 'Glasses' '45' 'original.ply'],1016,2028,2.8185204178960315,inf,inf
['data' 'LabeledDB_new' 'Glasses' '46' 'original.ply'],309,614,1.570726188143497,0.09288490353804263,inf
['data' 'LabeledDB_new' 'Glasses' '47' 'original.ply'],301,598,1.0804458918355726,0.03568033043715176,inf
['data' 'LabeledDB_new' 'Glasses' '48' 'original.ply'],564,1124,2.6469774695775454,0.2270682670057674,inf
['data' 'LabeledDB_new' 'Glasses' '49' 'original.ply'],383,762,2.4669266109490398,0.19050967180417294,inf
['data' 'LabeledDB_new' 'Glasses' '50' 'original.ply'],805,1606,2.9493809316839457,0.2825359905809545,inf
['data' 'LabeledDB_new' 'Glasses' '51' 'original.ply'],501,998,2.471537252328277,0.19443734900313284,inf
['data' 'LabeledDB_new' 'Glasses' '52' 'original.ply'],305,606,1.5463118528551814,0.08504677771223584,inf
['data' 'LabeledDB_new' 'Glasses' '53' 'original.ply'],313,622,1.8379562563110663,0.11694306966397908,inf
['data' 'LabeledDB_new' 'Glasses' '54' 'original.ply'],912,1820,2.9366086527009263,0.278603887277284,inf
['data' 'LabeledDB_new' 'Glasses' '55' 'original.ply'],484,964,2.370688658148809,0.1834058625957597,inf
['data' 'LabeledDB_new' 'Glasses' '56' 'original.ply'],534,1064,3.115336234970235,0.2945392646325862,inf
['data' 'LabeledDB_new' 'Glasses' '57' 'original.ply'],925,1846,2.9387280745956397,0.2795987515811549,inf
['data' 'LabeledDB_new' 'Glasses' '58' 'original.ply'],252,500,1.2206293864816857,0.048447037930335134,inf
['data' 'LabeledDB_new' 'Glasses' '59' 'original.ply'],474,944,2.388846641026184,0.18467069391318666,inf
['data' 'LabeledDB_new' 'Glasses' '60' 'original.ply'],367,730,1.6970542571793497,0.10281094779154655,inf
['data' 'LabeledDB_new' 'Hand' '181' 'original.ply'],650,1296,3.4699490585964186,0.36272959937812177,inf
['data' 'LabeledDB_new' 'Hand' '182' 'original.ply'],1805,3606,4.416505578096244,0.6485768600860355,inf
['data' 'LabeledDB_new' 'Hand' '183' 'original.ply'],1733,3462,5.817104583291248,0.8842098341048026,inf
['data' 'LabeledDB_new' 'Hand' '184' 'original.ply'],813,1622,3.437671061918286,0.433992406078045,inf
['data' 'LabeledDB_new' 'Hand' '185' 'original.ply'],245,486,2.807392977362017,0.22542180854667224,inf
['data' 'LabeledDB_new' 'Hand' '186' 'original.ply'],668,1332,3.775563886327958,0.4638894692109885,inf
['data' 'LabeledDB_new' 'Hand' '187' 'original.ply'],696,1388,3.5577195276990867,0.3834822149920347,inf
['data' 'LabeledDB_new' 'Hand' '188' 'original.ply'],872,1740,4.716611267640598,0.7498287215296877,inf
['data' 'LabeledDB_new' 'Hand' '189' 'original.ply'],964,1924,4.358778246084153,0.6815675141292866,inf
['data' 'LabeledDB_new' 'Hand' '190' 'original.ply'],827,1650,3.2726258089204046,0.31930988947386346,inf
['data' 'LabeledDB_new' 'Hand' '191' 'original.ply'],1877,3750,5.251303410024211,0.9270140470793605,inf
['data' 'LabeledDB_new' 'Hand' '192' 'original.ply'],793,1582,3.6963924941319433,0.25256866499740027,inf
['data' 'LabeledDB_new' 'Hand' '193' 'original.ply'],732,1460,2.9780001145072412,0.3446367587359237,inf
['data' 'LabeledDB_new' 'Hand' '194' 'original.ply'],840,1676,3.488316248986113,0.41426938083489484,inf
['data' 'LabeledDB_new' 'Hand' '195' 'original.ply'],910,1816,2.893868666522509,0.3154062353848144,inf
['data' 'LabeledDB_new' 'Hand' '196' 'original.ply'],760,1516,3.051191826297819,0.3217072202688446,inf
['data' 'LabeledDB_new' 'Hand' '197' 'original.ply'],800,1596,3.050385446557487,0.36647949949836567,inf
['data' 'LabeledDB_new' 'Hand' '198' 'original.ply'],434,864,2.90824702012276,0.29956221551808443,inf
['data' 'LabeledDB_new' 'Hand' '199' 'original.ply'],752,1500,3.8780503588717856,0.5080450758938788,inf
['data' 'LabeledDB_new' 'Hand' '200' 'original.ply'],116,228,3.4978952148917246,0.3360424123995922,inf
['data' 'LabeledDB_new' 'Human' '1' 'original.ply'],396,788,2.503454606402183,0.2068237517962303,inf
['data' 'LabeledDB_new' 'Human' '10' 'original.ply'],364,724,3.244447042810413,0.29359767287144184,inf
['data' 'LabeledDB_new' 'Human' '11' 'original.ply'],215,426,4.564172464558526,0.45810335856560797,inf
['data' 'LabeledDB_new' 'Human' '12' 'original.ply'],179,354,4.475139504783832,0.4347405983506556,inf
['data' 'LabeledDB_new' 'Human' '13' 'original.ply'],605,1206,3.5535776155322427,0.39808194256499413,inf
['data' 'LabeledDB_new' 'Human' '14' 'original.ply'],179,354,2.737106371445436,0.29938604275506353,inf
['data' 'LabeledDB_new' 'Human' '15' 'original.ply'],334,664,2.1021960438221994,0.2094832034862786,inf
