path,class,mesh_is_watertight,diameter,mesh_nr_vertices,mesh_nr_faces,mesh_surface_area,mesh_volume,convex_hull_nr_vertices,convex_hull_nr_faces,convex_hull_surface_area,convex_hull_volume,bounding_box_p0,bounding_box_p1,bounding_box_surface_area,bounding_box_volume,bounding_box_diameter,distance_to_center,scale,alignment,correctly_oriented_axes,eigenvalues
['data' 'LabeledDB_new' 'Armadillo' '288' 'original.ply'],Armadillo,True,1.7579494411443264,20000,39996,4.398618095,0.30494510097943167,581,1158,5.842506441,1.1188142854785095,[-0.66566598 -0.77881199 -0.628892  ],[0.79734999 0.68760598 0.77049702],12.48962126,3.002239302,2.499817403,0.006577858,1.466417968,0.65027048,2,[0.1536627  0.09456937 0.07754907]
['data' 'LabeledDB_new' 'Armadillo' '289' 'original.ply'],Armadillo,True,1.839606188266805,25211,50418,3.631510118,0.2223814256243527,408,812,5.99934061,1.0756518086990894,[-0.928195   -0.88401002 -0.56693202],[0.867028   0.62945801 0.89740902],15.12412936,3.978633081,2.767256001,0.001159758,1.795222998,0.532967912,2,[0.1507018  0.12248098 0.05564259]
['data' 'LabeledDB_new' 'Armadillo' '290' 'original.ply'],Armadillo,False,1.9415386123482934,25431,50858,2.84573892,0.14349847385657707,309,614,4.566734505,0.7061824910278799,[-0.68312699 -0.74813598 -0.59238899],[0.39190999 0.70642799 0.60940099],9.207518227,1.879251065,2.171580069,4.87e-05,1.454563975,0.377496305,1,[0.15629223 0.070413   0.03378008]
['data' 'LabeledDB_new' 'Armadillo' '291' 'original.ply'],Armadillo,False,1.917101695211207,24615,49226,4.062041478,0.28271456163975245,797,1590,4.208555552,0.6570620405857678,[-0.47343501 -0.98040003 -0.47274601],[0.46124399 0.906847   0.433274  ],8.641383258,1.598192277,2.292640059,0.011313109,1.887247026,0.363423802,3,[0.1998731  0.04692679 0.03660599]
['data' 'LabeledDB_new' 'Armadillo' '292' 'original.ply'],Armadillo,True,1.6662220931837122,21774,43544,3.062498926,0.1920413033291973,281,558,4.370000932,0.6454250561611284,[-0.698511   -0.67981797 -0.487378  ],[0.58212602 0.64549297 0.67856902],9.471279078,1.978894564,2.180805527,0.001895835,1.325310946,0.3372096,1,[0.12421853 0.09771325 0.02869392]
['data' 'LabeledDB_new' 'Armadillo' '293' 'original.ply'],Armadillo,True,1.8361274523815438,15000,29996,3.149469428,0.20144820713750908,449,894,4.094773378,0.6156883728301614,[-0.40590599 -0.89056402 -0.487903  ],[0.44767201 0.73643601 0.49389601],7.648400975,1.363494417,2.083183574,0.015916546,1.627000034,0.307695824,2,[0.15655557 0.07065184 0.02827525]
['data' 'LabeledDB_new' 'Armadillo' '294' 'original.ply'],Armadillo,True,1.960498960498369,16501,32998,2.338783316,0.12100567690330871,337,670,3.190093922,0.37350977303063004,[-0.31573999 -0.94628698 -0.475999  ],[0.37474501 0.90486997 0.44398701],7.232942287,1.175922537,2.17943246,0.001409024,1.85115695,0.331388889,1,[0.23705141 0.02714539 0.01546337]
['data' 'LabeledDB_new' 'Armadillo' '295' 'original.ply'],Armadillo,True,1.6158257002395116,16780,33556,2.698109311,0.17757884595121307,621,1238,3.618679027,0.5076753610064354,[-0.57701099 -0.88827503 -0.50263703],[0.551512   0.51448101 0.62818599],8.890942046,1.790140825,2.126040765,0.001665765,1.402756035,0.302123385,1,[0.14656864 0.06341376 0.0296629 ]
['data' 'LabeledDB_new' 'Armadillo' '296' 'original.ply'],Armadillo,True,1.7771830553035404,15832,31660,3.573307265,0.25434005876985916,507,1010,4.57127809,0.6826698225532271,[-0.45333701 -0.86652499 -0.66138202],[0.42297301 0.73038101 0.616184  ],9.118162962,1.787806381,2.22490516,0.002219311,1.596906006,0.263946994,2,[0.20907722 0.07080923 0.02724083]
['data' 'LabeledDB_new' 'Armadillo' '297' 'original.ply'],Armadillo,True,1.7399044921825637,15315,30626,4.105541119,0.3040762765765225,795,1586,4.856529461,0.8656607395366054,[-0.61183298 -0.54466897 -0.79831499],[0.759547   0.59240901 0.51267898],9.695878468,2.044319393,2.211862239,0.001539368,1.371379972,0.712029535,1,[0.15775782 0.07857812 0.06281416]
['data' 'LabeledDB_new' 'Armadillo' '298' 'original.ply'],Armadillo,True,1.8633445616889523,15000,29996,4.024037758,0.2795993636222264,381,758,5.602406606,1.0073391722899359,[-0.63471001 -0.66605997 -0.67781299],[0.68663299 0.826428   0.70980102],11.75319964,2.736497683,2.428773417,0.007491666,1.492487967,0.291367995,3,[0.17945194 0.10006736 0.05187922]
['data' 'LabeledDB_new' 'Armadillo' '299' 'original.ply'],Armadillo,True,1.7744855746563546,17117,34230,4.183994036,0.3018978449429811,502,1000,5.780522998,1.0783342427820992,[-0.684075   -0.77289402 -0.623182  ],[0.785519   0.706352   0.78919601],12.67753578,3.070355962,2.518469172,0.00175322,1.47924602,0.580116683,2,[0.16088152 0.09844682 0.07483272]
['data' 'LabeledDB_new' 'Armadillo' '300' 'original.ply'],Armadillo,True,1.82275807301623,17453,34902,3.371262803,0.21265537580069593,370,736,5.73486955,1.011636949710378,[-0.91782498 -0.85888702 -0.56888902],[0.860955   0.57993799 0.88204002],14.45573935,3.713439794,2.709145758,0.000553317,1.778779984,0.831714617,2,[0.14593575 0.12856102 0.05912223]
['data' 'LabeledDB_new' 'Bearing' '341' 'original.ply'],Bearing,True,1.5627879785477023,1663,3322,1.792620132,0.11820670398325221,151,298,1.876322181,0.15648988382599277,[-0.231885   -0.23149399 -0.99838001],[0.23165201 0.231261   0.54238302],3.283401057,0.330499932,1.674204118,0.238882216,1.540763021,0.060361801,1,[0.18768402 0.01251803 0.01249879]
['data' 'LabeledDB_new' 'Bearing' '342' 'original.ply'],Bearing,True,1.9358082447000378,1663,3322,2.750507766,0.22466150593209597,151,298,2.878937014,0.2974221729765996,[-0.28538299 -0.28698701 -0.94166702],[0.28879699 0.28622201 0.96685898],5.037893746,0.628143889,2.073818394,0.000949353,1.908526003,0.061653801,2,[0.28797317 0.01920705 0.01917755]
['data' 'LabeledDB_new' 'Bearing' '343' 'original.ply'],Bearing,True,1.8647548328840249,1663,3322,2.552299738,0.20081996198096488,151,298,2.671473449,0.2658590855689214,[-0.27669901 -0.276398   -0.840792  ],[0.27640501 0.27577099 0.99768198],4.674845098,0.561482614,1.997698978,0.00041002,1.838473976,0.33250124,1,[0.26793827 0.01783195 0.01783195]
['data' 'LabeledDB_new' 'Bearing' '344' 'original.ply'],Bearing,True,1.298653600424556,3182,6360,1.962305279,0.16257695065101666,150,296,2.035855518,0.1981916890359409,[-0.26240599 -0.82496703 -0.26254901],[0.264029   0.39987701 0.25959101],3.118427266,0.336676284,1.431784524,0.310631059,1.224844038,0.322030094,1,[0.13213342 0.02114059 0.02085939]
['data' 'LabeledDB_new' 'Bearing' '345' 'original.ply'],Bearing,True,1.2943798456860203,3614,7224,1.959582697,0.1601235861219248,219,434,2.031514931,0.198645523593502,[-0.26699099 -0.81901199 -0.26346901],[0.26615    0.40181801 0.26430401],3.153146148,0.343514006,1.432902491,0.33502889,1.220829993,0.19789382,2,[0.13609376 0.02115561 0.02051928]
['data' 'LabeledDB_new' 'Bearing' '346' 'original.ply'],Bearing,True,1.2937444523901815,3587,7170,1.956009899,0.16056846017488535,239,474,2.027556687,0.19887546766263306,[-0.26744401 -0.40218601 -0.266745  ],[0.26587701 0.81787902 0.26504901],3.16625306,0.346031093,1.43380433,0.340809215,1.220065027,0.238459904,2,[0.13460785 0.02114822 0.02099783]
['data' 'LabeledDB_new' 'Bearing' '347' 'original.ply'],Bearing,True,1.922393289964148,2623,5242,4.27041123,0.5938850211952156,381,758,4.290712847,0.6229619534414478,[-0.34036401 -0.34220901 -0.88212597],[0.33957499 0.34191701 0.94083101],5.903591627,0.847973892,2.062405781,0.084100837,1.822956979,0.33212586,1,[0.37211031 0.04745773 0.04440958]
['data' 'LabeledDB_new' 'Bearing' '348' 'original.ply'],Bearing,True,1.0131312121503906,2568,5132,0.484242773,0.016170774801739726,304,604,0.489923864,0.017358900824762356,[-0.077731   -0.50416899  0.71616203],[0.0773     0.50374001 0.87119299],0.673097693,0.024224695,1.031479405,0.804041104,1.007909,0.213884526,1,[0.07166003 0.00278525 0.00269463]
['data' 'LabeledDB_new' 'Bearing' '349' 'original.ply'],Bearing,False,1.7637101302453138,2568,5132,1.467524185,0.08531275948846308,246,488,1.484741936,0.09158082653371617,[-0.145886   -0.99659902 -0.145886  ],[0.124      0.75801998 0.124     ],2.039865338,0.127803736,1.795651623,0.203684755,1.754619002,0.32366363,0,[0.1647043  0.00838395 0.00822635]
['data' 'LabeledDB_new' 'Bearing' '350' 'original.ply'],Bearing,True,1.8634108808974112,8759,17514,1.625176163,0.1004059188237587,558,1112,1.649349832,0.10759856477087026,[-0.14191601 -0.141449   -0.85696101],[0.143134   0.143601   0.99777299],2.277274756,0.150703639,1.898037206,0.000112248,1.854734004,0.257181238,1,[0.28152034 0.0087905  0.0087253 ]
['data' 'LabeledDB_new' 'Bearing' '351' 'original.ply'],Bearing,False,1.8832681959364497,5192,10380,2.628244339,0.2294897771087161,272,540,2.865767039,0.30247239276963594,[-0.26150301 -0.26158699 -0.991175  ],[0.26113299 0.26305699 0.85059601],4.406095486,0.505009619,1.985074341,0.000264928,1.841771007,0.334310964,2,[0.3075905  0.01992258 0.01759354]
['data' 'LabeledDB_new' 'Bearing' '352' 'original.ply'],Bearing,True,1.6659565804235614,10400,20796,2.075969717,0.1650158376243739,792,1580,2.23397827,0.20855854405160126,[-0.233216   -0.23148499 -0.99318999],[0.232391 0.231397 0.636527],3.457390798,0.351238398,1.756993768,0.000118577,1.629716992,0.333423759,0,[0.19343595 0.0198869  0.01898646]
