path,nr_of_vertices,nr_of_faces,surface_area,volume
['data' 'LabeledDB_new' 'Ant' '100' 'original.ply'],8064,16124,2.366413220615778,0.0908640950322179
['data' 'LabeledDB_new' 'Ant' '81' 'original.ply'],6370,12736,2.1753601470501014,0.0941862667423654
['data' 'LabeledDB_new' 'Ant' '82' 'original.ply'],8299,16594,2.778507014538145,0.13805735680699344
['data' 'LabeledDB_new' 'Ant' '83' 'original.ply'],6376,12748,2.3287467103518162,0.10775378967190657
['data' 'LabeledDB_new' 'Ant' '84' 'original.ply'],6850,13696,2.215585276014107,0.09006343202188266
['data' 'LabeledDB_new' 'Ant' '85' 'original.ply'],8388,16772,2.689455745131179,0.12448277845910752
['data' 'LabeledDB_new' 'Ant' '86' 'original.ply'],7038,14072,2.44592358259443,0.1227625132303922
['data' 'LabeledDB_new' 'Ant' '87' 'original.ply'],7470,14936,2.663823592982229,0.1398427471182721
['data' 'LabeledDB_new' 'Ant' '88' 'original.ply'],8210,16416,2.8473032051671834,0.14016129422783616
['data' 'LabeledDB_new' 'Ant' '89' 'original.ply'],7654,15304,2.581576438000114,0.10397579637278079
['data' 'LabeledDB_new' 'Ant' '90' 'original.ply'],7877,15750,2.697030496839458,0.12733684349660238
['data' 'LabeledDB_new' 'Ant' '91' 'original.ply'],8640,17276,2.86996493057367,0.14616373624927226
['data' 'LabeledDB_new' 'Ant' '92' 'original.ply'],5867,11730,2.1895450863424455,0.10178840913129276
['data' 'LabeledDB_new' 'Ant' '93' 'original.ply'],8216,16432,2.8495987624302543,0.15377990172170883
['data' 'LabeledDB_new' 'Ant' '94' 'original.ply'],7236,14468,2.2768481760463386,0.08421666646648109
['data' 'LabeledDB_new' 'Ant' '95' 'original.ply'],7355,14706,2.445665083727492,0.12148499153816175
['data' 'LabeledDB_new' 'Ant' '96' 'original.ply'],8504,17004,2.5912935095539873,0.10364966864998787
['data' 'LabeledDB_new' 'Ant' '97' 'original.ply'],8167,16330,2.510812250624304,0.1000816803037963
['data' 'LabeledDB_new' 'Ant' '98' 'original.ply'],6154,12304,2.3166809124199346,0.11698885313032559
['data' 'LabeledDB_new' 'Ant' '99' 'original.ply'],6881,13758,2.217973129408568,0.08178789748212609
['data' 'LabeledDB_new' 'Armadillo' '281' 'original.ply'],25273,50542,3.0433605212355683,0.18068119434785587
['data' 'LabeledDB_new' 'Armadillo' '282' 'original.ply'],24473,48942,3.289124930915426,inf
['data' 'LabeledDB_new' 'Armadillo' '283' 'original.ply'],24484,48964,2.609718046875874,0.13367492463896846
['data' 'LabeledDB_new' 'Armadillo' '284' 'original.ply'],25494,50984,3.4087152962891367,inf
['data' 'LabeledDB_new' 'Armadillo' '285' 'original.ply'],25193,50382,3.8138347887786517,0.24859267648061117
['data' 'LabeledDB_new' 'Armadillo' '286' 'original.ply'],25108,50212,4.577652173358797,0.3097542903614317
['data' 'LabeledDB_new' 'Armadillo' '287' 'original.ply'],25491,50978,4.267060949849468,inf
['data' 'LabeledDB_new' 'Armadillo' '288' 'original.ply'],20000,39996,4.398618095031316,0.30494510097943195
['data' 'LabeledDB_new' 'Armadillo' '289' 'original.ply'],25211,50418,3.631510117955802,0.22238142562435265
['data' 'LabeledDB_new' 'Armadillo' '290' 'original.ply'],25431,50858,2.845738920193223,inf
['data' 'LabeledDB_new' 'Armadillo' '291' 'original.ply'],24615,49226,4.06204147804655,inf
['data' 'LabeledDB_new' 'Armadillo' '292' 'original.ply'],21774,43544,3.0624989264750844,0.19204130332919717
['data' 'LabeledDB_new' 'Armadillo' '293' 'original.ply'],15000,29996,3.14946942843368,0.20144820713750938
['data' 'LabeledDB_new' 'Armadillo' '294' 'original.ply'],16501,32998,2.3387833158605194,0.12100567690330875
['data' 'LabeledDB_new' 'Armadillo' '295' 'original.ply'],16780,33556,2.6981093109354832,0.17757884595121276
['data' 'LabeledDB_new' 'Armadillo' '296' 'original.ply'],15832,31660,3.573307264813682,0.2543400587698593
['data' 'LabeledDB_new' 'Armadillo' '297' 'original.ply'],15315,30626,4.105541119048082,0.3040762765765226
['data' 'LabeledDB_new' 'Armadillo' '298' 'original.ply'],15000,29996,4.024037758445584,0.27959936362222615
['data' 'LabeledDB_new' 'Armadillo' '299' 'original.ply'],17117,34230,4.18399403594868,0.30189784494298044
['data' 'LabeledDB_new' 'Armadillo' '300' 'original.ply'],17453,34902,3.371262802950667,0.21265537580069552
['data' 'LabeledDB_new' 'Bearing' '341' 'original.ply'],1663,3322,1.7926201323730173,0.11820670398325216
['data' 'LabeledDB_new' 'Bearing' '342' 'original.ply'],1663,3322,2.750507765858264,0.22466150593209594
['data' 'LabeledDB_new' 'Bearing' '343' 'original.ply'],1663,3322,2.5522997379671124,0.2008199619809649
['data' 'LabeledDB_new' 'Bearing' '344' 'original.ply'],3182,6360,1.962305278727493,0.16257695065101663
['data' 'LabeledDB_new' 'Bearing' '345' 'original.ply'],3614,7224,1.959582697198938,0.16012358612192465
['data' 'LabeledDB_new' 'Bearing' '346' 'original.ply'],3587,7170,1.9560098989342616,0.16056846017488535
['data' 'LabeledDB_new' 'Bearing' '347' 'original.ply'],2623,5242,4.270411230032487,0.5938850211952151
['data' 'LabeledDB_new' 'Bearing' '348' 'original.ply'],2568,5132,0.4842427732276477,0.016170774801739736
['data' 'LabeledDB_new' 'Bearing' '349' 'original.ply'],2568,5132,1.467524185010188,inf
['data' 'LabeledDB_new' 'Bearing' '350' 'original.ply'],8759,17514,1.625176163408567,0.10040591882375902
['data' 'LabeledDB_new' 'Bearing' '351' 'original.ply'],5192,10380,2.6282443388743157,inf
['data' 'LabeledDB_new' 'Bearing' '352' 'original.ply'],10400,20796,2.0759697166511115,0.16501583762437366
['data' 'LabeledDB_new' 'Bearing' '353' 'original.ply'],1512,3020,1.402993167955386,0.07215801790831816
['data' 'LabeledDB_new' 'Bearing' '354' 'original.ply'],2910,5816,0.9133524178859713,inf
['data' 'LabeledDB_new' 'Bearing' '355' 'original.ply'],14994,29984,1.621179972504907,0.09502828716324063
['data' 'LabeledDB_new' 'Bearing' '356' 'original.ply'],14992,29980,1.6212510351351253,0.09504700583893992
['data' 'LabeledDB_new' 'Bearing' '357' 'original.ply'],14872,29764,1.8076455578896489,0.057110695892017435
['data' 'LabeledDB_new' 'Bearing' '358' 'original.ply'],14127,28266,2.4601354940728486,0.10551796798026539
['data' 'LabeledDB_new' 'Bearing' '359' 'original.ply'],14956,29924,2.4758222419369496,0.106517354352783
['data' 'LabeledDB_new' 'Bearing' '360' 'original.ply'],2200,4396,0.02401534704587683,0.00018289128497290917
['data' 'LabeledDB_new' 'Bird' '241' 'original.ply'],3478,6952,1.3918080879116395,0.05309818597739017
['data' 'LabeledDB_new' 'Bird' '242' 'original.ply'],7849,15694,2.830909962498331,0.14254009065108197
['data' 'LabeledDB_new' 'Bird' '243' 'original.ply'],3158,6312,1.3908105481385993,0.05646169611825779
['data' 'LabeledDB_new' 'Bird' '244' 'original.ply'],4501,8998,1.7407587284487862,0.059455837020437274
['data' 'LabeledDB_new' 'Bird' '245' 'original.ply'],6475,12946,2.424967908102898,0.08917400066909789
['data' 'LabeledDB_new' 'Bird' '246' 'original.ply'],4219,8434,1.6312860199685641,0.058633928256696645
['data' 'LabeledDB_new' 'Bird' '247' 'original.ply'],5519,11034,2.0755688583616605,0.07788546969685979
['data' 'LabeledDB_new' 'Bird' '248' 'original.ply'],11790,23576,2.805618528714311,0.10181648418628916
['data' 'LabeledDB_new' 'Bird' '249' 'original.ply'],3714,7424,1.3842948537110853,0.044868296740245145
['data' 'LabeledDB_new' 'Bird' '250' 'original.ply'],4280,8556,1.69193710204708,0.05467088201353704
['data' 'LabeledDB_new' 'Bird' '251' 'original.ply'],3158,6312,1.3908105481385993,0.05646169611825779
['data' 'LabeledDB_new' 'Bird' '252' 'original.ply'],6351,12698,2.2128306161697835,0.08495733533299418
['data' 'LabeledDB_new' 'Bird' '253' 'original.ply'],6164,12324,2.2341422231912462,0.08100209319559966
['data' 'LabeledDB_new' 'Bird' '254' 'original.ply'],3638,7272,1.5161980883568122,0.04774537653046184
['data' 'LabeledDB_new' 'Bird' '255' 'original.ply'],5054,10104,1.9921860194040142,0.0877456786883894
['data' 'LabeledDB_new' 'Bird' '256' 'original.ply'],5970,11936,2.0274208156526607,0.08513225465295934
['data' 'LabeledDB_new' 'Bird' '257' 'original.ply'],2135,4266,1.9338322453297379,0.03312854645749555
['data' 'LabeledDB_new' 'Bird' '258' 'original.ply'],8946,17888,3.0379914818311384,inf
['data' 'LabeledDB_new' 'Bird' '259' 'original.ply'],9015,18026,3.056228952171858,0.1508812871219853
['data' 'LabeledDB_new' 'Bird' '260' 'original.ply'],2497,4990,2.4509864524093574,0.0935766200202149
['data' 'LabeledDB_new' 'Bust' '301' 'original.ply'],9252,18500,4.853562981084298,0.6062563419449432
['data' 'LabeledDB_new' 'Bust' '302' 'original.ply'],25125,50246,5.93842411593972,inf
['data' 'LabeledDB_new' 'Bust' '303' 'original.ply'],15516,31028,3.8438035346848634,0.4071146591912119
['data' 'LabeledDB_new' 'Bust' '304' 'original.ply'],25467,50930,4.453504381369488,0.4438048925697201
['data' 'LabeledDB_new' 'Bust' '305' 'original.ply'],27824,55644,7.408598651531967,1.0090883910556525
['data' 'LabeledDB_new' 'Bust' '306' 'original.ply'],26798,53592,4.6723924808685675,0.6130727115516774
['data' 'LabeledDB_new' 'Bust' '307' 'original.ply'],27439,54874,7.6535182332104075,1.3333905217321904
['data' 'LabeledDB_new' 'Bust' '308' 'original.ply'],23976,47948,8.530232132855419,1.7931325790551922
['data' 'LabeledDB_new' 'Bust' '309' 'original.ply'],5197,10390,5.382422937406557,inf
['data' 'LabeledDB_new' 'Bust' '310' 'original.ply'],8263,16522,8.09344624178696,1.788678269036819
['data' 'LabeledDB_new' 'Bust' '311' 'original.ply'],25230,50456,6.156668760342801,0.7677343160934852
['data' 'LabeledDB_new' 'Bust' '312' 'original.ply'],26985,53966,5.794277138905737,0.7041779116118944
['data' 'LabeledDB_new' 'Bust' '313' 'original.ply'],10852,21700,6.323545607203105,0.8186666439874446
['data' 'LabeledDB_new' 'Bust' '314' 'original.ply'],26437,52870,4.646911955821716,0.5224374640819148
['data' 'LabeledDB_new' 'Bust' '315' 'original.ply'],25768,51532,5.3841017829980515,0.8553498154190796
['data' 'LabeledDB_new' 'Bust' '316' 'original.ply'],23395,46786,5.799751692409741,0.8193561935355448
['data' 'LabeledDB_new' 'Bust' '317' 'original.ply'],27726,55448,5.638353576716769,0.9577864800356903
['data' 'LabeledDB_new' 'Bust' '318' 'original.ply'],25145,50286,4.5475924891944866,0.5712832451141246
['data' 'LabeledDB_new' 'Bust' '319' 'original.ply'],26558,53112,6.234701868493295,1.0785909531721445
['data' 'LabeledDB_new' 'Bust' '320' 'original.ply'],27118,54232,7.328716403291481,1.2152430461150256
['data' 'LabeledDB_new' 'Chair' '101' 'original.ply'],8499,16998,2.2662722816084178,0.05667294571457396
['data' 'LabeledDB_new' 'Chair' '102' 'original.ply'],15724,31456,3.929325510561443,0.13763326578534274
['data' 'LabeledDB_new' 'Chair' '103' 'original.ply'],9652,19304,2.613103711758,0.08729419515967218
['data' 'LabeledDB_new' 'Chair' '104' 'original.ply'],8653,17306,2.3851709016173683,0.05342389893917257
['data' 'LabeledDB_new' 'Chair' '105' 'original.ply'],9261,18530,2.3805609813201207,0.05087705797761069
['data' 'LabeledDB_new' 'Chair' '106' 'original.ply'],14052,28104,3.343648056144632,0.09844388199147189
['data' 'LabeledDB_new' 'Chair' '107' 'original.ply'],11421,22854,3.689781753144609,0.1281279827726202
['data' 'LabeledDB_new' 'Chair' '108' 'original.ply'],10500,21008,3.5910257337736406,0.12614156955469447
['data' 'LabeledDB_new' 'Chair' '109' 'original.ply'],10301,20602,1.9375973757353482,0.05727185809924833
['data' 'LabeledDB_new' 'Chair' '110' 'original.ply'],8456,16920,2.1142182031982006,0.04984248723815367
['data' 'LabeledDB_new' 'Chair' '111' 'original.ply'],8050,16100,2.093151541315412,0.05107840896453679
['data' 'LabeledDB_new' 'Chair' '112' 'original.ply'],13628,27256,2.7394106605897592,0.0855277268634354
['data' 'LabeledDB_new' 'Chair' '113' 'original.ply'],10748,21500,2.317938386778334,0.057217261343348674
['data' 'LabeledDB_new' 'Chair' '114' 'original.ply'],5794,11588,1.0076492938001078,0.021209197200962114
['data' 'LabeledDB_new' 'Chair' '115' 'original.ply'],10043,20086,2.227529079056763,0.05611852965880436
['data' 'LabeledDB_new' 'Chair' '116' 'original.ply'],13463,26926,3.6093777121465305,0.11498461089314696
['data' 'LabeledDB_new' 'Chair' '117' 'original.ply'],14372,28744,3.451179107926827,0.07175335736864742
['data' 'LabeledDB_new' 'Chair' '118' 'original.ply'],9153,18306,2.259433926335363,0.06394306489065024
['data' 'LabeledDB_new' 'Chair' '119' 'original.ply'],12326,24652,2.989903270983901,0.08717057368172844
['data' 'LabeledDB_new' 'Chair' '120' 'original.ply'],10121,20242,2.7502821332220555,0.07699718832419764
['data' 'LabeledDB_new' 'Cup' '21' 'original.ply'],15198,30396,8.532710254929206,0.37645694310543665
['data' 'LabeledDB_new' 'Cup' '22' 'original.ply'],15002,30004,11.408528863769403,0.767821191377162
['data' 'LabeledDB_new' 'Cup' '23' 'original.ply'],15037,30074,8.3282729238813,0.45099099835416934
['data' 'LabeledDB_new' 'Cup' '24' 'original.ply'],15246,30492,11.531435520839333,0.9677470687789329
['data' 'LabeledDB_new' 'Cup' '25' 'original.ply'],15087,30170,11.919530211221339,0.3751860655347049
['data' 'LabeledDB_new' 'Cup' '26' 'original.ply'],15209,30418,10.73081162978652,0.35712915247766697
['data' 'LabeledDB_new' 'Cup' '27' 'original.ply'],15137,30274,9.935083355420456,0.4227178045833403
['data' 'LabeledDB_new' 'Cup' '28' 'original.ply'],15070,30140,8.754257894662635,0.3904858936347124
['data' 'LabeledDB_new' 'Cup' '29' 'original.ply'],15127,30254,8.964377227889232,0.31207224582960885
['data' 'LabeledDB_new' 'Cup' '30' 'original.ply'],15006,30008,4.257558864371799,0.15945935385917273
['data' 'LabeledDB_new' 'Cup' '31' 'original.ply'],15227,30454,10.6946500753399,0.9027459670770617
['data' 'LabeledDB_new' 'Cup' '32' 'original.ply'],14751,29502,9.682185329609265,0.32544126054260125
['data' 'LabeledDB_new' 'Cup' '33' 'original.ply'],7349,14698,10.44848657084975,0.6562101429483158
['data' 'LabeledDB_new' 'Cup' '34' 'original.ply'],9602,19204,11.147574319828392,0.8712212633761686
['data' 'LabeledDB_new' 'Cup' '35' 'original.ply'],15136,30268,6.277348325543741,0.35847715685781656
['data' 'LabeledDB_new' 'Cup' '36' 'original.ply'],9076,18152,8.935174311733464,0.26700232864184686
['data' 'LabeledDB_new' 'Cup' '37' 'original.ply'],6270,12540,12.477987278992194,0.7218598546778903
['data' 'LabeledDB_new' 'Cup' '38' 'original.ply'],15064,30128,11.158973311905923,0.5864441551534089
['data' 'LabeledDB_new' 'Cup' '39' 'original.ply'],15161,30322,11.659442345741162,inf
['data' 'LabeledDB_new' 'Cup' '40' 'original.ply'],15165,30326,11.282776553574069,0.39582110226203365
['data' 'LabeledDB_new' 'Fish' '221' 'original.ply'],7121,14238,2.451626017109049,0.19481716348827713
['data' 'LabeledDB_new' 'Fish' '222' 'original.ply'],5255,10506,1.8406226000814068,0.12976530710316792
['data' 'LabeledDB_new' 'Fish' '223' 'original.ply'],6656,13308,2.2061511621508867,0.1372205547552537
['data' 'LabeledDB_new' 'Fish' '224' 'original.ply'],5061,10118,1.7714152132196102,0.11013105249230032
['data' 'LabeledDB_new' 'Fish' '225' 'original.ply'],6076,12148,2.0792301708184033,0.12787532204010613
['data' 'LabeledDB_new' 'Fish' '226' 'original.ply'],5216,10428,1.9114275913565495,0.13666977952225826
['data' 'LabeledDB_new' 'Fish' '227' 'original.ply'],5216,10428,1.9114275913565495,0.13666977952225826
['data' 'LabeledDB_new' 'Fish' '228' 'original.ply'],5592,11180,1.9606901860555255,0.13749886716838425
['data' 'LabeledDB_new' 'Fish' '229' 'original.ply'],5245,10486,2.024837233967823,0.15011936457619598
['data' 'LabeledDB_new' 'Fish' '230' 'original.ply'],7573,15142,2.630009973209686,0.21564111849653242
['data' 'LabeledDB_new' 'Fish' '231' 'original.ply'],6264,12524,2.0851376502173067,0.14349068401359044
['data' 'LabeledDB_new' 'Fish' '232' 'original.ply'],5440,10876,1.8773962985255723,0.12058921813582327
['data' 'LabeledDB_new' 'Fish' '233' 'original.ply'],10186,20368,3.047128070103756,0.2468493697355812
['data' 'LabeledDB_new' 'Fish' '234' 'original.ply'],7498,14992,2.6287792819987987,0.18965402639330942
['data' 'LabeledDB_new' 'Fish' '235' 'original.ply'],5250,10496,1.845555633358345,0.11737646307456892
['data' 'LabeledDB_new' 'Fish' '236' 'original.ply'],4845,9686,1.6438083712910259,0.090760062041855
['data' 'LabeledDB_new' 'Fish' '237' 'original.ply'],4439,8874,1.4890464535935823,0.08064646531332564
['data' 'LabeledDB_new' 'Fish' '238' 'original.ply'],5096,10188,1.663834974050481,0.09664374284385599
['data' 'LabeledDB_new' 'Fish' '239' 'original.ply'],5121,10238,1.8692753599697034,0.12451629870718187
['data' 'LabeledDB_new' 'Fish' '240' 'original.ply'],6833,13662,2.2338432480161865,0.1549406611560907
['data' 'LabeledDB_new' 'FourLeg' '381' 'original.ply'],6938,13872,2.834354356923868,0.2425470881177863
['data' 'LabeledDB_new' 'FourLeg' '382' 'original.ply'],8078,16152,2.518692335778726,0.15835994532433878
['data' 'LabeledDB_new' 'FourLeg' '383' 'original.ply'],13331,26658,3.5885058808858443,0.30231310527600275
['data' 'LabeledDB_new' 'FourLeg' '384' 'original.ply'],4712,9420,3.00633389492072,0.19795037933710422
['data' 'LabeledDB_new' 'FourLeg' '385' 'original.ply'],10436,20868,3.080083855079656,0.20696209996435352
['data' 'LabeledDB_new' 'FourLeg' '386' 'original.ply'],2087,4170,3.3041091063801837,0.23766078060694423
['data' 'LabeledDB_new' 'FourLeg' '387' 'original.ply'],14680,29356,2.7321644978810475,0.16998757747992121
['data' 'LabeledDB_new' 'FourLeg' '388' 'original.ply'],8411,16818,3.712778225750211,0.2985723503336374
['data' 'LabeledDB_new' 'FourLeg' '389' 'original.ply'],9490,18976,3.012498917355984,0.1676114338975605
['data' 'LabeledDB_new' 'FourLeg' '390' 'original.ply'],9239,18474,1.5437187401965453,0.05196750936886373
['data' 'LabeledDB_new' 'FourLeg' '391' 'original.ply'],4315,8626,3.077273067272319,0.2238090219656973
['data' 'LabeledDB_new' 'FourLeg' '392' 'original.ply'],8618,17232,3.26326733250019,0.2730667139781438
['data' 'LabeledDB_new' 'FourLeg' '393' 'original.ply'],9757,19510,2.526762995959587,0.13770059366474635
['data' 'LabeledDB_new' 'FourLeg' '394' 'original.ply'],9009,18014,2.3857973338510265,0.12999573968148775
['data' 'LabeledDB_new' 'FourLeg' '395' 'original.ply'],11312,22620,2.6144222048425583,0.15259068748750937
['data' 'LabeledDB_new' 'FourLeg' '396' 'original.ply'],5538,11072,2.7857647380668498,0.16837483901828004
['data' 'LabeledDB_new' 'FourLeg' '397' 'original.ply'],7268,14532,2.6987574179931437,0.16746469438777467
['data' 'LabeledDB_new' 'FourLeg' '398' 'original.ply'],1480,2956,1.5396043559475847,0.07096172697795812
['data' 'LabeledDB_new' 'FourLeg' '399' 'original.ply'],3911,7818,2.7977041264426874,0.17419317232806347
['data' 'LabeledDB_new' 'FourLeg' '400' 'original.ply'],3703,7402,2.360790309927715,0.12591622847930445
['data' 'LabeledDB_new' 'Glasses' '41' 'original.ply'],7016,14028,0.7815101511687472,0.009987584867448534
['data' 'LabeledDB_new' 'Glasses' '42' 'original.ply'],4164,8324,0.5733849686457274,0.008073708241390202
['data' 'LabeledDB_new' 'Glasses' '43' 'original.ply'],3414,6824,0.45997686602224336,0.0054433397382555575
['data' 'LabeledDB_new' 'Glasses' '44' 'original.ply'],6288,12572,0.8817050164168292,0.011509774799997874
['data' 'LabeledDB_new' 'Glasses' '45' 'original.ply'],5399,10794,0.756253775608578,0.012440606278349219
['data' 'LabeledDB_new' 'Glasses' '46' 'original.ply'],2394,4784,0.6634611242391873,0.012862420439577906
['data' 'LabeledDB_new' 'Glasses' '47' 'original.ply'],2028,4052,0.6304832010315211,0.012198340140447097
['data' 'LabeledDB_new' 'Glasses' '48' 'original.ply'],5176,10348,0.8009241853858475,0.01149605569159415
['data' 'LabeledDB_new' 'Glasses' '49' 'original.ply'],3110,6220,0.7697576496109236,0.013131723830896475
['data' 'LabeledDB_new' 'Glasses' '50' 'original.ply'],7420,14836,0.8592058735597606,0.012581676048908363
['data' 'LabeledDB_new' 'Glasses' '51' 'original.ply'],2858,5712,0.6154900735113208,0.01010123844971937
['data' 'LabeledDB_new' 'Glasses' '52' 'original.ply'],1554,3104,0.4551948303125991,0.007843516205093277
['data' 'LabeledDB_new' 'Glasses' '53' 'original.ply'],2496,4988,0.6526535211821848,0.011313753544135819
['data' 'LabeledDB_new' 'Glasses' '54' 'original.ply'],7407,14810,0.8300554675600984,0.012047470733364908
['data' 'LabeledDB_new' 'Glasses' '55' 'original.ply'],2850,5696,0.5875345095290091,0.00949170235581756
['data' 'LabeledDB_new' 'Glasses' '56' 'original.ply'],8771,17538,1.438253335761596,0.022577476705691615
['data' 'LabeledDB_new' 'Glasses' '57' 'original.ply'],7413,14822,0.8304151551999185,0.012051656399599275
['data' 'LabeledDB_new' 'Glasses' '58' 'original.ply'],1857,3710,0.546461584524097,0.009175809707746915
['data' 'LabeledDB_new' 'Glasses' '59' 'original.ply'],2895,5786,0.7947336383380638,0.01639141926955954
['data' 'LabeledDB_new' 'Glasses' '60' 'original.ply'],2375,4746,0.6501226663003109,0.012686381496025663
['data' 'LabeledDB_new' 'Hand' '181' 'original.ply'],7242,14480,2.8870044731514137,0.1704705809129749
['data' 'LabeledDB_new' 'Hand' '182' 'original.ply'],10283,20562,4.174788288246928,0.3289955120282527
['data' 'LabeledDB_new' 'Hand' '183' 'original.ply'],11413,22822,5.2067589807638495,0.44568353733557653
['data' 'LabeledDB_new' 'Hand' '184' 'original.ply'],4685,9366,3.375194259494556,0.2110433484987384
['data' 'LabeledDB_new' 'Hand' '185' 'original.ply'],2489,4974,2.4991213035937374,0.1396475685247943
['data' 'LabeledDB_new' 'Hand' '186' 'original.ply'],6607,13210,3.135112357916492,0.21839360693455528
['data' 'LabeledDB_new' 'Hand' '187' 'original.ply'],7628,15256,3.0426864854097335,0.19116408126671963
['data' 'LabeledDB_new' 'Hand' '188' 'original.ply'],8603,17202,3.3728697799915137,0.17535044364397728
['data' 'LabeledDB_new' 'Hand' '189' 'original.ply'],14084,28164,3.3662816666646447,0.17024839817607662
['data' 'LabeledDB_new' 'Hand' '190' 'original.ply'],7500,14996,2.3815744992845103,0.09800986920789212
['data' 'LabeledDB_new' 'Hand' '191' 'original.ply'],13766,27528,4.930784505187036,0.4179995586318709
['data' 'LabeledDB_new' 'Hand' '192' 'original.ply'],6991,13978,2.88952545262089,0.1313308133839332
['data' 'LabeledDB_new' 'Hand' '193' 'original.ply'],7314,14624,2.3732337073833376,0.10043788416987223
['data' 'LabeledDB_new' 'Hand' '194' 'original.ply'],8471,16938,2.8521067900292936,0.1285731017776851
['data' 'LabeledDB_new' 'Hand' '195' 'original.ply'],8524,17044,2.7260532465392,0.12471057146676627
['data' 'LabeledDB_new' 'Hand' '196' 'original.ply'],7112,14220,2.29184706507647,0.09464790852869984
['data' 'LabeledDB_new' 'Hand' '197' 'original.ply'],7553,15102,2.4540542311152476,0.1035168594374342
['data' 'LabeledDB_new' 'Hand' '198' 'original.ply'],9564,19124,2.429211723581982,0.14341786904393228
['data' 'LabeledDB_new' 'Hand' '199' 'original.ply'],8647,17290,3.7693103048589007,0.2940559011345316
['data' 'LabeledDB_new' 'Hand' '200' 'original.ply'],1515,3026,2.5787712216669303,0.15174870868706736
['data' 'LabeledDB_new' 'Human' '1' 'original.ply'],4706,9408,1.7687659218840017,0.05922738395186691
['data' 'LabeledDB_new' 'Human' '10' 'original.ply'],9508,19012,1.94806793395771,0.07378872498091946
['data' 'LabeledDB_new' 'Human' '11' 'original.ply'],10999,21994,2.253485689189665,0.1013890355573111
['data' 'LabeledDB_new' 'Human' '12' 'original.ply'],5614,11224,2.1888926496689773,0.10368435672345157
['data' 'LabeledDB_new' 'Human' '13' 'original.ply'],13703,27402,2.770697179463442,0.17205806621904357
['data' 'LabeledDB_new' 'Human' '14' 'original.ply'],5691,11378,1.12370579396271,0.032942019819115834
['data' 'LabeledDB_new' 'Human' '15' 'original.ply'],5631,11258,1.8510007757091227,0.06886461134168453
['data' 'LabeledDB_new' 'Human' '16' 'original.ply'],15223,30450,2.3634646961465604,0.1109915638015759
['data' 'LabeledDB_new' 'Human' '17' 'original.ply'],15910,31816,2.063910850270518,0.08275139052921715
['data' 'LabeledDB_new' 'Human' '18' 'original.ply'],15385,30766,3.193886544049614,inf
['data' 'LabeledDB_new' 'Human' '19' 'original.ply'],15477,30950,2.169696661041458,0.09101919175235207
['data' 'LabeledDB_new' 'Human' '2' 'original.ply'],10050,20096,2.187329407767109,0.10234558243245898
['data' 'LabeledDB_new' 'Human' '20' 'original.ply'],15700,31396,2.1166317904244267,0.08265117988482776
['data' 'LabeledDB_new' 'Human' '3' 'original.ply'],5641,11278,1.3334324414098015,0.04390667958606228
['data' 'LabeledDB_new' 'Human' '4' 'original.ply'],5676,11348,1.286895736923369,0.0414976094764989
