path,class,aabb_p0,aabb_p1
['data' 'LabeledDB_new' 'Armadillo' '285' 'original.ply'],Armadillo
['data' 'LabeledDB_new' 'Armadillo' '286' 'original.ply'],Armadillo
['data' 'LabeledDB_new' 'Armadillo' '287' 'original.ply'],Armadillo
['data' 'LabeledDB_new' 'Armadillo' '288' 'original.ply'],Armadillo
['data' 'LabeledDB_new' 'Armadillo' '289' 'original.ply'],Armadillo
['data' 'LabeledDB_new' 'Armadillo' '290' 'original.ply'],Armadillo
['data' 'LabeledDB_new' 'Armadillo' '291' 'original.ply'],Armadillo
['data' 'LabeledDB_new' 'Armadillo' '292' 'original.ply'],Armadillo
['data' 'LabeledDB_new' 'Armadillo' '293' 'original.ply'],Armadillo
['data' 'LabeledDB_new' 'Armadillo' '294' 'original.ply'],Armadillo
['data' 'LabeledDB_new' 'Armadillo' '295' 'original.ply'],Armadillo
['data' 'LabeledDB_new' 'Armadillo' '296' 'original.ply'],Armadillo
['data' 'LabeledDB_new' 'Armadillo' '297' 'original.ply'],Armadillo
['data' 'LabeledDB_new' 'Armadillo' '298' 'original.ply'],Armadillo
['data' 'LabeledDB_new' 'Armadillo' '299' 'original.ply'],Armadillo
['data' 'LabeledDB_new' 'Armadillo' '300' 'original.ply'],Armadillo
['data' 'LabeledDB_new' 'Bearing' '341' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bearing' '342' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bearing' '343' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bearing' '344' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bearing' '345' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bearing' '346' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bearing' '347' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bearing' '348' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bearing' '349' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bearing' '350' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bearing' '351' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bearing' '352' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bearing' '353' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bearing' '354' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bearing' '355' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bearing' '356' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bearing' '357' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bearing' '358' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bearing' '359' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bearing' '360' 'original.ply'],Bearing
['data' 'LabeledDB_new' 'Bird' '241' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bird' '242' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bird' '243' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bird' '244' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bird' '245' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bird' '246' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bird' '247' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bird' '248' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bird' '249' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bird' '250' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bird' '251' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bird' '252' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bird' '253' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bird' '254' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bird' '255' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bird' '256' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bird' '257' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bird' '258' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bird' '259' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bird' '260' 'original.ply'],Bird
['data' 'LabeledDB_new' 'Bust' '301' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Bust' '302' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Bust' '303' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Bust' '304' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Bust' '305' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Bust' '306' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Bust' '307' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Bust' '308' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Bust' '309' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Bust' '310' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Bust' '311' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Bust' '312' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Bust' '313' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Bust' '314' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Bust' '315' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Bust' '316' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Bust' '317' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Bust' '318' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Bust' '319' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Bust' '320' 'original.ply'],Bust
['data' 'LabeledDB_new' 'Chair' '101' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Chair' '102' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Chair' '103' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Chair' '104' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Chair' '105' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Chair' '106' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Chair' '107' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Chair' '108' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Chair' '109' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Chair' '110' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Chair' '111' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Chair' '112' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Chair' '113' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Chair' '114' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Chair' '115' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Chair' '116' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Chair' '117' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Chair' '118' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Chair' '119' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Chair' '120' 'original.ply'],Chair
['data' 'LabeledDB_new' 'Cup' '21' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Cup' '22' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Cup' '23' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Cup' '24' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Cup' '25' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Cup' '26' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Cup' '27' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Cup' '28' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Cup' '29' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Cup' '30' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Cup' '31' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Cup' '32' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Cup' '33' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Cup' '34' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Cup' '35' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Cup' '36' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Cup' '37' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Cup' '38' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Cup' '39' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Cup' '40' 'original.ply'],Cup
['data' 'LabeledDB_new' 'Fish' '221' 'original.ply'],Fish
['data' 'LabeledDB_new' 'Fish' '222' 'original.ply'],Fish
['data' 'LabeledDB_new' 'Fish' '223' 'original.ply'],Fish
['data' 'LabeledDB_new' 'Fish' '224' 'original.ply'],Fish
['data' 'LabeledDB_new' 'Fish' '225' 'original.ply'],Fish
['data' 'LabeledDB_new' 'Fish' '226' 'original.ply'],Fish
['data' 'LabeledDB_new' 'Fish' '227' 'original.ply'],Fish
['data' 'LabeledDB_new' 'Fish' '228' 'original.ply'],Fish
['data' 'LabeledDB_new' 'Fish' '229' 'original.ply'],Fish
['data' 'LabeledDB_new' 'Fish' '230' 'original.ply'],Fish
['data' 'LabeledDB_new' 'Fish' '231' 'original.ply'],Fish
['data' 'LabeledDB_new' 'Fish' '232' 'original.ply'],Fish
['data' 'LabeledDB_new' 'Fish' '233' 'original.ply'],Fish
['data' 'LabeledDB_new' 'Fish' '234' 'original.ply'],Fish
['data' 'LabeledDB_new' 'Fish' '235' 'original.ply'],Fish
['data' 'LabeledDB_new' 'Fish' '236' 'original.ply'],Fish
['data' 'LabeledDB_new' 'Fish' '237' 'original.ply'],Fish
['data' 'LabeledDB_new' 'Fish' '238' 'original.ply'],Fish
['data' 'LabeledDB_new' 'Fish' '239' 'original.ply'],Fish
['data' 'LabeledDB_new' 'Fish' '240' 'original.ply'],Fish
['data' 'LabeledDB_new' 'FourLeg' '381' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'FourLeg' '382' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'FourLeg' '383' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'FourLeg' '384' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'FourLeg' '385' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'FourLeg' '386' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'FourLeg' '387' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'FourLeg' '388' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'FourLeg' '389' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'FourLeg' '390' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'FourLeg' '391' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'FourLeg' '392' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'FourLeg' '393' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'FourLeg' '394' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'FourLeg' '395' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'FourLeg' '396' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'FourLeg' '397' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'FourLeg' '398' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'FourLeg' '399' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'FourLeg' '400' 'original.ply'],FourLeg
['data' 'LabeledDB_new' 'Glasses' '41' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Glasses' '42' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Glasses' '43' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Glasses' '44' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Glasses' '45' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Glasses' '46' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Glasses' '47' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Glasses' '48' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Glasses' '49' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Glasses' '50' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Glasses' '51' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Glasses' '52' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Glasses' '53' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Glasses' '54' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Glasses' '55' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Glasses' '56' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Glasses' '57' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Glasses' '58' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Glasses' '59' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Glasses' '60' 'original.ply'],Glasses
['data' 'LabeledDB_new' 'Hand' '181' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Hand' '182' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Hand' '183' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Hand' '184' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Hand' '185' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Hand' '186' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Hand' '187' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Hand' '188' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Hand' '189' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Hand' '190' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Hand' '191' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Hand' '192' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Hand' '193' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Hand' '194' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Hand' '195' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Hand' '196' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Hand' '197' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Hand' '198' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Hand' '199' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Hand' '200' 'original.ply'],Hand
['data' 'LabeledDB_new' 'Human' '1' 'original.ply'],Human
['data' 'LabeledDB_new' 'Human' '10' 'original.ply'],Human
['data' 'LabeledDB_new' 'Human' '11' 'original.ply'],Human
['data' 'LabeledDB_new' 'Human' '12' 'original.ply'],Human
['data' 'LabeledDB_new' 'Human' '13' 'original.ply'],Human
['data' 'LabeledDB_new' 'Human' '14' 'original.ply'],Human
['data' 'LabeledDB_new' 'Human' '15' 'original.ply'],Human
['data' 'LabeledDB_new' 'Human' '16' 'original.ply'],Human
['data' 'LabeledDB_new' 'Human' '17' 'original.ply'],Human
['data' 'LabeledDB_new' 'Human' '18' 'original.ply'],Human
['data' 'LabeledDB_new' 'Human' '19' 'original.ply'],Human
['data' 'LabeledDB_new' 'Human' '2' 'original.ply'],Human
['data' 'LabeledDB_new' 'Human' '20' 'original.ply'],Human
['data' 'LabeledDB_new' 'Human' '3' 'original.ply'],Human
['data' 'LabeledDB_new' 'Human' '4' 'original.ply'],Human
['data' 'LabeledDB_new' 'Human' '5' 'original.ply'],Human
['data' 'LabeledDB_new' 'Human' '6' 'original.ply'],Human
['data' 'LabeledDB_new' 'Human' '7' 'original.ply'],Human
['data' 'LabeledDB_new' 'Human' '8' 'original.ply'],Human
['data' 'LabeledDB_new' 'Human' '9' 'original.ply'],Human
['data' 'LabeledDB_new' 'Mech' '321' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Mech' '322' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Mech' '323' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Mech' '324' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Mech' '325' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Mech' '326' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Mech' '327' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Mech' '328' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Mech' '329' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Mech' '330' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Mech' '331' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Mech' '332' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Mech' '333' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Mech' '334' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Mech' '335' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Mech' '336' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Mech' '337' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Mech' '338' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Mech' '339' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Mech' '340' 'original.ply'],Mech
['data' 'LabeledDB_new' 'Octopus' '121' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Octopus' '122' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Octopus' '123' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Octopus' '124' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Octopus' '125' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Octopus' '126' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Octopus' '127' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Octopus' '128' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Octopus' '129' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Octopus' '130' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Octopus' '131' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Octopus' '132' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Octopus' '133' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Octopus' '134' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Octopus' '135' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Octopus' '136' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Octopus' '137' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Octopus' '138' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Octopus' '139' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Octopus' '140' 'original.ply'],Octopus
['data' 'LabeledDB_new' 'Plier' '201' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Plier' '202' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Plier' '203' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Plier' '204' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Plier' '205' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Plier' '206' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Plier' '207' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Plier' '208' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Plier' '209' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Plier' '210' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Plier' '211' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Plier' '212' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Plier' '213' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Plier' '214' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Plier' '215' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Plier' '216' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Plier' '217' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Plier' '218' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Plier' '219' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Plier' '220' 'original.ply'],Plier
['data' 'LabeledDB_new' 'Table' '141' 'original.ply'],Table
['data' 'LabeledDB_new' 'Table' '142' 'original.ply'],Table
['data' 'LabeledDB_new' 'Table' '143' 'original.ply'],Table
['data' 'LabeledDB_new' 'Table' '144' 'original.ply'],Table
['data' 'LabeledDB_new' 'Table' '145' 'original.ply'],Table
['data' 'LabeledDB_new' 'Table' '146' 'original.ply'],Table
['data' 'LabeledDB_new' 'Table' '147' 'original.ply'],Table
['data' 'LabeledDB_new' 'Table' '148' 'original.ply'],Table
['data' 'LabeledDB_new' 'Table' '149' 'original.ply'],Table
['data' 'LabeledDB_new' 'Table' '150' 'original.ply'],Table
['data' 'LabeledDB_new' 'Table' '151' 'original.ply'],Table
['data' 'LabeledDB_new' 'Table' '152' 'original.ply'],Table
['data' 'LabeledDB_new' 'Table' '153' 'original.ply'],Table
['data' 'LabeledDB_new' 'Table' '154' 'original.ply'],Table
['data' 'LabeledDB_new' 'Table' '155' 'original.ply'],Table
['data' 'LabeledDB_new' 'Table' '156' 'original.ply'],Table
['data' 'LabeledDB_new' 'Table' '157' 'original.ply'],Table
['data' 'LabeledDB_new' 'Table' '158' 'original.ply'],Table
['data' 'LabeledDB_new' 'Table' '159' 'original.ply'],Table
['data' 'LabeledDB_new' 'Table' '160' 'original.ply'],Table
['data' 'LabeledDB_new' 'Teddy' '161' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Teddy' '162' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Teddy' '163' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Teddy' '164' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Teddy' '165' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Teddy' '166' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Teddy' '167' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Teddy' '168' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Teddy' '169' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Teddy' '170' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Teddy' '171' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Teddy' '172' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Teddy' '173' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Teddy' '174' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Teddy' '175' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Teddy' '176' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Teddy' '177' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Teddy' '178' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Teddy' '179' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Teddy' '180' 'original.ply'],Teddy
['data' 'LabeledDB_new' 'Vase' '361' 'original.ply'],Vase
['data' 'LabeledDB_new' 'Vase' '362' 'original.ply'],Vase
['data' 'LabeledDB_new' 'Vase' '363' 'original.ply'],Vase
['data' 'LabeledDB_new' 'Vase' '364' 'original.ply'],Vase
['data' 'LabeledDB_new' 'Vase' '365' 'original.ply'],Vase
['data' 'LabeledDB_new' 'Vase' '366' 'original.ply'],Vase
['data' 'LabeledDB_new' 'Vase' '367' 'original.ply'],Vase
['data' 'LabeledDB_new' 'Vase' '368' 'original.ply'],Vase
['data' 'LabeledDB_new' 'Vase' '369' 'original.ply'],Vase
['data' 'LabeledDB_new' 'Vase' '370' 'original.ply'],Vase
['data' 'LabeledDB_new' 'Vase' '371' 'original.ply'],Vase
['data' 'LabeledDB_new' 'Vase' '372' 'original.ply'],Vase
['data' 'LabeledDB_new' 'Vase' '373' 'original.ply'],Vase
['data' 'LabeledDB_new' 'Vase' '374' 'original.ply'],Vase
['data' 'LabeledDB_new' 'Vase' '375' 'original.ply'],Vase
['data' 'LabeledDB_new' 'Vase' '376' 'original.ply'],Vase
['data' 'LabeledDB_new' 'Vase' '377' 'original.ply'],Vase
['data' 'LabeledDB_new' 'Vase' '378' 'original.ply'],Vase
['data' 'LabeledDB_new' 'Vase' '379' 'original.ply'],Vase
['data' 'LabeledDB_new' 'Vase' '380' 'original.ply'],Vase
