path,d1,d2,d3,d4,a3
['data' 'LabeledDB_new' 'Armadillo' '290' 'normalized_v2.ply'],"[0.     0.0234 0.0632 0.1576 0.1638 0.1476 0.1232 0.092  0.0774 0.0854
 0.036  0.0284 0.002  0.     0.     0.     0.     0.     0.     0.    ]","[3.5646750e-02 1.0639250e-01 1.6178275e-01 1.8668375e-01 1.8682150e-01
 1.5339875e-01 9.3444000e-02 4.7844250e-02 1.7085500e-02 6.7990000e-03
 3.2390000e-03 8.5950000e-04 2.7500000e-06 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[1.53373750e-02 1.09657250e-01 2.27507000e-01 2.44367000e-01
 1.90462250e-01 1.23059375e-01 6.55172500e-02 2.09972500e-02
 2.96237500e-03 1.32875000e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[4.1962080e-02 2.0958608e-01 3.1061632e-01 2.4793696e-01 1.2622048e-01
 4.7354880e-02 1.3944960e-02 2.3361600e-03 4.2080000e-05 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.01437037 0.03146741 0.04097454 0.04604395 0.04812668 0.049654
 0.05087021 0.0530024  0.05470515 0.05661383 0.0577503  0.058241
 0.05818922 0.05760446 0.05687293 0.0557383  0.05489606 0.05347853
 0.05151229 0.04988836]"
['data' 'LabeledDB_new' 'Armadillo' '291' 'normalized_v2.ply'],"[0.0016 0.019  0.0388 0.07   0.1674 0.2226 0.232  0.087  0.05   0.0356
 0.052  0.0228 0.0012 0.     0.     0.     0.     0.     0.     0.    ]","[0.02682675 0.096259   0.1733945  0.218614   0.18372025 0.138367
 0.08237675 0.04451125 0.023646   0.00790925 0.00371675 0.0006585
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[1.07578750e-02 8.34675000e-02 2.00287125e-01 2.77968625e-01
 2.48871125e-01 1.37123125e-01 3.83303750e-02 3.18637500e-03
 7.87500000e-06 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[3.4303680e-02 1.8498688e-01 3.0570992e-01 2.8321152e-01 1.5189376e-01
 3.7668320e-02 2.2225600e-03 3.3600000e-06 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.00938957 0.02324136 0.03334968 0.0405612  0.0463458  0.0518523
 0.05592647 0.05894422 0.06102829 0.06213373 0.06202941 0.06135518
 0.06055055 0.05885924 0.05744692 0.05567242 0.05374887 0.05140446
 0.04924372 0.04691662]"
['data' 'LabeledDB_new' 'Armadillo' '292' 'normalized_v2.ply'],"[0.     0.     0.0318 0.0914 0.112  0.1498 0.146  0.1246 0.1092 0.086
 0.0544 0.0472 0.024  0.016  0.0076 0.     0.     0.     0.     0.    ]","[2.1460250e-02 7.4319750e-02 1.1437100e-01 1.6055475e-01 1.7451050e-01
 1.5318275e-01 1.1836450e-01 8.9610250e-02 5.6996000e-02 2.5361500e-02
 9.7472500e-03 1.5077500e-03 1.3750000e-05 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[7.01975000e-03 5.66555000e-02 1.40774250e-01 2.11158375e-01
 2.12165875e-01 1.63922750e-01 1.07078250e-01 5.83646250e-02
 2.83801250e-02 1.12375000e-02 3.00425000e-03 2.38500000e-04
 2.50000000e-07 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[2.3319360e-02 1.3344272e-01 2.4279392e-01 2.6269440e-01 1.9076320e-01
 9.7817600e-02 3.5998880e-02 1.0235040e-02 2.5278400e-03 3.9616000e-04
 1.0880000e-05 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.01106801 0.02572822 0.03598068 0.042164   0.04626873 0.04908256
 0.05142222 0.05393758 0.05619212 0.05803135 0.05979939 0.0608347
 0.06071718 0.05997943 0.05844689 0.05663231 0.05580876 0.05423401
 0.05268298 0.05098888]"
['data' 'LabeledDB_new' 'Armadillo' '293' 'normalized_v2.ply'],"[0.     0.0162 0.0544 0.119  0.1276 0.1708 0.157  0.1452 0.0728 0.0618
 0.0274 0.0286 0.019  0.0002 0.     0.     0.     0.     0.     0.    ]","[2.634075e-02 8.936600e-02 1.430965e-01 2.023515e-01 1.976155e-01
 1.487815e-01 9.552450e-02 5.220200e-02 2.777425e-02 1.182450e-02
 3.761750e-03 1.347500e-03 1.375000e-05 0.000000e+00 0.000000e+00
 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00]","[1.02376250e-02 8.01628750e-02 1.89798750e-01 2.57896375e-01
 2.26149500e-01 1.44285250e-01 6.90398750e-02 2.05223750e-02
 1.86900000e-03 3.83750000e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[2.9185440e-02 1.6291840e-01 2.8361952e-01 2.7846848e-01 1.7331760e-01
 6.2149600e-02 9.9182400e-03 4.1648000e-04 6.2400000e-06 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.00986106 0.0233644  0.03255554 0.03991419 0.04463898 0.04865716
 0.05211752 0.05564015 0.05888165 0.06109002 0.06210668 0.06205575
 0.06145256 0.06055978 0.0591808  0.05754537 0.05547845 0.05357568
 0.05164466 0.04967961]"
['data' 'LabeledDB_new' 'Armadillo' '294' 'normalized_v2.ply'],"[0.     0.0372 0.1332 0.1256 0.1378 0.1502 0.1294 0.0774 0.0666 0.0686
 0.038  0.036  0.     0.     0.     0.     0.     0.     0.     0.    ]","[0.046052   0.1432245  0.22024075 0.1803645  0.13167275 0.09891625
 0.07889775 0.056691   0.0274875  0.01157175 0.0039315  0.00094975
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[2.28850000e-02 1.59692250e-01 3.08550375e-01 2.85432500e-01
 1.65135875e-01 5.27732500e-02 5.45900000e-03 7.17500000e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[0.06807536 0.3186968  0.39069152 0.18653616 0.034728   0.00127216
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.01778742 0.03903903 0.05287465 0.0611917  0.06692211 0.07021021
 0.07125428 0.06978054 0.06630282 0.06180389 0.0572026  0.05281803
 0.04868637 0.04492953 0.04196607 0.03945825 0.03700129 0.0350839
 0.0337334  0.0319539 ]"
['data' 'LabeledDB_new' 'Armadillo' '295' 'normalized_v2.ply'],"[0.     0.     0.0474 0.0856 0.1508 0.176  0.198  0.0874 0.096  0.0546
 0.03   0.0156 0.0186 0.0306 0.0094 0.     0.     0.     0.     0.    ]","[0.02550875 0.0832385  0.13452475 0.1925035  0.18297325 0.138368
 0.1049245  0.060849   0.04171375 0.025338   0.00906    0.000998
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[9.38062500e-03 7.44453750e-02 1.82218250e-01 2.61352375e-01
 2.26470000e-01 1.35885125e-01 6.74672500e-02 2.83697500e-02
 1.13741250e-02 2.92787500e-03 1.09250000e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[2.7350400e-02 1.4622544e-01 2.5959904e-01 2.6630080e-01 1.7880048e-01
 8.2596960e-02 2.9324800e-02 7.8436800e-03 1.9243200e-03 3.4080000e-05
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.01019027 0.02500811 0.03513847 0.04237742 0.04672887 0.05003343
 0.05344059 0.05660376 0.05867574 0.05956701 0.05987183 0.05963862
 0.05933495 0.05854514 0.05755815 0.05612427 0.05485519 0.05351473
 0.05226264 0.05053083]"
['data' 'LabeledDB_new' 'Armadillo' '296' 'normalized_v2.ply'],"[0.     0.0104 0.0344 0.086  0.1006 0.1086 0.138  0.1356 0.1244 0.106
 0.042  0.0422 0.05   0.0212 0.0006 0.     0.     0.     0.     0.    ]","[2.0289250e-02 7.2093500e-02 1.1572325e-01 1.6317775e-01 1.8323550e-01
 1.4388700e-01 1.0763275e-01 7.5307000e-02 5.4546000e-02 3.8006000e-02
 2.1683000e-02 4.3160000e-03 1.0300000e-04 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[7.47750000e-03 5.90508750e-02 1.49396125e-01 2.28085250e-01
 2.27057625e-01 1.66674625e-01 9.81773750e-02 4.69522500e-02
 1.45048750e-02 2.44762500e-03 1.75500000e-04 3.75000000e-07
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[2.3167680e-02 1.3177968e-01 2.4735344e-01 2.7306080e-01 1.9750016e-01
 9.3979040e-02 2.8407360e-02 4.5920000e-03 1.5984000e-04 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.01086916 0.02595431 0.03720275 0.04404844 0.04839376 0.05184796
 0.05472968 0.05731712 0.05992959 0.06154619 0.06182348 0.06142742
 0.05998955 0.05820548 0.05593943 0.05390564 0.05189942 0.05009077
 0.04823157 0.04664828]"
['data' 'LabeledDB_new' 'Armadillo' '297' 'normalized_v2.ply'],"[0.003  0.0142 0.0228 0.0422 0.0778 0.1302 0.228  0.2278 0.0882 0.0386
 0.045  0.0556 0.02   0.0066 0.     0.     0.     0.     0.     0.    ]","[0.01868975 0.06655875 0.10877275 0.158738   0.18940275 0.177803
 0.1369635  0.0785075  0.0389315  0.018435   0.00655575 0.00064175
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[6.13587500e-03 4.96600000e-02 1.26696500e-01 2.00791000e-01
 2.27402000e-01 1.97239500e-01 1.21593375e-01 5.31365000e-02
 1.45775000e-02 2.71137500e-03 5.63750000e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[1.7802720e-02 1.0532208e-01 2.0689408e-01 2.4648384e-01 2.1134000e-01
 1.3625968e-01 5.9037120e-02 1.4590880e-02 2.1961600e-03 7.3440000e-05
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.0069295  0.01771714 0.02603768 0.03231064 0.0382283  0.04348513
 0.04782181 0.05157676 0.05465038 0.05696922 0.05943159 0.06181713
 0.06371916 0.06521181 0.06507099 0.06490134 0.06371217 0.06228486
 0.0603256  0.0577988 ]"
['data' 'LabeledDB_new' 'Armadillo' '298' 'normalized_v2.ply'],"[0.     0.0034 0.0316 0.0512 0.0706 0.1786 0.1274 0.136  0.1366 0.0956
 0.0674 0.0482 0.0394 0.014  0.     0.     0.     0.     0.     0.    ]","[1.8919500e-02 6.6759500e-02 9.9544500e-02 1.4887150e-01 1.6698400e-01
 1.5549075e-01 1.3827625e-01 9.9786250e-02 5.9825500e-02 3.2313250e-02
 1.1330750e-02 1.7992500e-03 9.9000000e-05 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[6.08725000e-03 4.90598750e-02 1.23369125e-01 1.92459250e-01
 2.08818875e-01 1.82116500e-01 1.25913000e-01 7.00102500e-02
 3.20290000e-02 9.19762500e-03 9.10250000e-04 2.90000000e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[1.8445120e-02 1.0759648e-01 2.0669648e-01 2.4944896e-01 2.0947904e-01
 1.2717280e-01 5.6090720e-02 2.0145600e-02 4.5832000e-03 3.4032000e-04
 1.2800000e-06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.00961812 0.0223426  0.03047116 0.03636793 0.04107199 0.04387376
 0.04664384 0.04966408 0.05351002 0.05679735 0.05956308 0.06166205
 0.06345934 0.06390957 0.06354788 0.06260799 0.06124037 0.05980186
 0.05797723 0.05586979]"
['data' 'LabeledDB_new' 'Armadillo' '299' 'normalized_v2.ply'],"[0.     0.0078 0.022  0.0388 0.0914 0.0878 0.0972 0.1226 0.1236 0.1284
 0.104  0.0548 0.0494 0.0508 0.0206 0.0008 0.     0.     0.     0.    ]","[1.4855750e-02 5.3080000e-02 8.1207250e-02 1.0998775e-01 1.4401700e-01
 1.5219575e-01 1.4525125e-01 1.2341325e-01 8.2779750e-02 5.0208750e-02
 2.9257500e-02 1.1927000e-02 1.7335000e-03 8.5500000e-05 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[3.99025000e-03 3.61205000e-02 9.66087500e-02 1.59789250e-01
 1.92130375e-01 1.77006500e-01 1.39844250e-01 9.54777500e-02
 5.76667500e-02 2.88452500e-02 1.05948750e-02 1.87387500e-03
 5.16250000e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[1.3651040e-02 8.2180480e-02 1.7278032e-01 2.2648784e-01 2.1220192e-01
 1.4935936e-01 8.2823840e-02 3.8069760e-02 1.5564960e-02 5.4056000e-03
 1.3473600e-03 1.2608000e-04 1.4400000e-06 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.00886289 0.02227323 0.03161362 0.03774918 0.04245572 0.04558807
 0.04823746 0.05072889 0.05331085 0.05572594 0.05757372 0.0592167
 0.06068139 0.06175591 0.06256231 0.06270472 0.06211203 0.06060688
 0.0591527  0.05708778]"
['data' 'LabeledDB_new' 'Armadillo' '300' 'normalized_v2.ply'],"[0.     0.0078 0.0472 0.1078 0.079  0.1112 0.1398 0.1548 0.0772 0.0782
 0.059  0.0602 0.0618 0.016  0.     0.     0.     0.     0.     0.    ]","[0.022732   0.07229725 0.106546   0.15100675 0.15382275 0.1470415
 0.13597575 0.10609675 0.0616495  0.02992075 0.0096965  0.00286675
 0.00034775 0.         0.         0.         0.         0.
 0.         0.        ]","[7.70100000e-03 5.98217500e-02 1.44276125e-01 2.04421500e-01
 1.94606375e-01 1.61086000e-01 1.07816625e-01 6.55635000e-02
 3.60353750e-02 1.40998750e-02 3.99700000e-03 5.70125000e-04
 4.75000000e-06 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[2.2212000e-02 1.2817872e-01 2.3555552e-01 2.5293616e-01 1.8374624e-01
 1.0315408e-01 4.7956640e-02 1.7805920e-02 6.0902400e-03 1.9544000e-03
 3.8304000e-04 2.6880000e-05 1.6000000e-07 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.01195921 0.02727875 0.03803462 0.04333177 0.04556245 0.04768626
 0.04990961 0.05222314 0.05490833 0.05698293 0.05851491 0.05954088
 0.0597441  0.05928845 0.05877901 0.05814896 0.05671906 0.05557591
 0.05383041 0.05198124]"
['data' 'LabeledDB_new' 'Bearing' '341' 'normalized_v2.ply'],"[0.0092 0.0228 0.0426 0.0696 0.1284 0.1316 0.0852 0.0808 0.0754 0.0762
 0.0744 0.1196 0.0842 0.     0.     0.     0.     0.     0.     0.    ]","[0.0355565  0.11878575 0.20062025 0.1604955  0.1188895  0.096934
 0.0818635  0.072857   0.04562375 0.03347975 0.024272   0.0106225
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.0162655  0.114205   0.248395   0.29915825 0.22263625 0.0827915
 0.01599288 0.00055563 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.04971936 0.24302384 0.37166864 0.27424208 0.05990688 0.0014392
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.0210318  0.04493565 0.06083116 0.07206285 0.0770782  0.08044066
 0.07842917 0.07216807 0.06547194 0.05862407 0.05280931 0.04720697
 0.04217922 0.03895143 0.03602666 0.03395049 0.03181627 0.0301264
 0.02846621 0.02739346]"
['data' 'LabeledDB_new' 'Bearing' '342' 'normalized_v2.ply'],"[0.0078 0.0252 0.041  0.0712 0.1292 0.1304 0.0844 0.0786 0.077  0.0772
 0.0744 0.1224 0.0812 0.     0.     0.     0.     0.     0.     0.    ]","[0.035534   0.11871375 0.200984   0.15975075 0.11676625 0.09601925
 0.08296725 0.07352575 0.04642    0.033891   0.024289   0.011139
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.01738037 0.11538    0.2452695  0.29595425 0.22273275 0.0867965
 0.016008   0.00047862 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.04960592 0.24394192 0.36674736 0.27206112 0.06614112 0.00150256
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.02130046 0.04531778 0.06134771 0.07097954 0.07425603 0.07633336
 0.07658368 0.07207628 0.06517032 0.05862567 0.0528151  0.04771229
 0.04347885 0.04017467 0.03747244 0.03498001 0.03282479 0.03097393
 0.02932522 0.02825189]"
['data' 'LabeledDB_new' 'Bearing' '343' 'normalized_v2.ply'],"[0.     0.0282 0.0636 0.1234 0.1118 0.1318 0.081  0.0742 0.0718 0.072
 0.1566 0.0612 0.0244 0.     0.     0.     0.     0.     0.     0.    ]","[0.0354915  0.11907575 0.20106575 0.15998825 0.1167735  0.09681675
 0.08174375 0.0743535  0.0464835  0.0334845  0.023767   0.01095625
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.01708213 0.11182638 0.24033737 0.29183512 0.231511   0.08963812
 0.01732037 0.0004495  0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.04636736 0.2330976  0.36388304 0.27827792 0.0764056  0.00196848
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.0217433  0.04545582 0.06218712 0.07351086 0.0765728  0.07864
 0.07725826 0.07135041 0.06446403 0.05758959 0.05205386 0.0470565
 0.04291557 0.03945741 0.0364243  0.03406404 0.03211893 0.03045427
 0.02887589 0.02780704]"
['data' 'LabeledDB_new' 'Bearing' '344' 'normalized_v2.ply'],"[0.     0.     0.     0.0754 0.1548 0.1026 0.0942 0.0778 0.0812 0.1104
 0.1544 0.0362 0.0454 0.0676 0.     0.     0.     0.     0.     0.    ]","[0.0196425  0.06140875 0.106945   0.1721265  0.168114   0.117704
 0.09268625 0.0743395  0.0626295  0.05049025 0.03961425 0.03380225
 0.00049725 0.         0.         0.         0.         0.
 0.         0.        ]","[7.16687500e-03 4.92766250e-02 1.15970875e-01 1.92109750e-01
 2.33543750e-01 2.07693125e-01 1.35857750e-01 5.24018750e-02
 5.96200000e-03 1.73750000e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[0.01994976 0.10614192 0.208952   0.26522784 0.23567008 0.13420528
 0.02929344 0.00055968 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.01361143 0.02694422 0.03657905 0.04516153 0.05202437 0.05900386
 0.06476637 0.06847003 0.06865864 0.06632993 0.06281536 0.05952291
 0.05535911 0.05271802 0.04994984 0.04739759 0.04558579 0.04344451
 0.04170373 0.0399537 ]"
['data' 'LabeledDB_new' 'Bearing' '345' 'normalized_v2.ply'],"[0.     0.     0.005  0.0744 0.1164 0.1332 0.0956 0.083  0.0806 0.1686
 0.0814 0.0326 0.0328 0.042  0.0544 0.     0.     0.     0.     0.    ]","[0.01960475 0.0613535  0.107523   0.172163   0.1670155  0.11729625
 0.09219875 0.07444    0.06194675 0.0514865  0.0396325  0.03474025
 0.00059925 0.         0.         0.         0.         0.
 0.         0.        ]","[6.10887500e-03 4.67908750e-02 1.13908625e-01 1.88898250e-01
 2.28119000e-01 2.08408750e-01 1.44519500e-01 5.62770000e-02
 6.91762500e-03 5.15000000e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[1.8894880e-02 1.0532656e-01 2.1159024e-01 2.7058064e-01 2.4073360e-01
 1.2813024e-01 2.4482400e-02 2.6144000e-04 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.01315323 0.02836242 0.03969855 0.0488814  0.05605548 0.06365486
 0.06949656 0.07200458 0.07071575 0.06600048 0.0618466  0.05712837
 0.05349302 0.05015141 0.04696177 0.04420106 0.04187109 0.04025064
 0.03868418 0.03738854]"
['data' 'LabeledDB_new' 'Bearing' '346' 'normalized_v2.ply'],"[0.     0.     0.0052 0.0738 0.1214 0.1328 0.0884 0.087  0.0858 0.1696
 0.0736 0.0348 0.0324 0.047  0.0482 0.     0.     0.     0.     0.    ]","[0.01982575 0.06153875 0.106926   0.17264825 0.16965675 0.11896875
 0.09350475 0.074021   0.06127025 0.050117   0.03839525 0.03266725
 0.00046025 0.         0.         0.         0.         0.
 0.         0.        ]","[6.4611250e-03 4.7976000e-02 1.1621750e-01 1.9487225e-01 2.3607900e-01
 2.0567850e-01 1.3494000e-01 5.1502375e-02 6.2063750e-03 6.6875000e-05
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.02038352 0.11169376 0.21420032 0.26911104 0.23559888 0.12348064
 0.02500608 0.00052576 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.01274198 0.02809343 0.03847852 0.04677324 0.05369976 0.06037763
 0.06578828 0.06989922 0.07075421 0.0677829  0.0640615  0.05992069
 0.05500274 0.05122181 0.04854516 0.04569752 0.04342983 0.04108144
 0.03912085 0.0375293 ]"
['data' 'LabeledDB_new' 'Bearing' '347' 'normalized_v2.ply'],"[0.     0.     0.0142 0.0558 0.083  0.1418 0.1216 0.1038 0.1044 0.0796
 0.1188 0.0508 0.0582 0.068  0.     0.     0.     0.     0.     0.    ]","[1.905650e-02 5.969375e-02 1.037180e-01 1.613610e-01 1.906785e-01
 1.235535e-01 9.750700e-02 7.876550e-02 6.213100e-02 4.900850e-02
 3.349200e-02 2.100725e-02 2.750000e-05 0.000000e+00 0.000000e+00
 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00]","[0.00579888 0.04253287 0.10968375 0.18642813 0.23402738 0.21795438
 0.15216013 0.05060225 0.00081225 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[1.6849120e-02 9.4313760e-02 1.9758176e-01 2.6700992e-01 2.5389008e-01
 1.4503520e-01 2.5242240e-02 7.7920000e-05 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.00931905 0.02365231 0.03362522 0.04195244 0.04989117 0.05629094
 0.06174532 0.06592361 0.0676667  0.0671255  0.06486874 0.06213222
 0.05878872 0.05535328 0.05246997 0.04985134 0.04756294 0.04574884
 0.0439056  0.04212609]"
['data' 'LabeledDB_new' 'Bearing' '348' 'normalized_v2.ply'],"[0.01   0.038  0.0652 0.131  0.1194 0.1028 0.0968 0.0956 0.1126 0.0828
 0.0288 0.0292 0.0306 0.0294 0.0278 0.     0.     0.     0.     0.    ]","[0.0542365  0.19524625 0.16792725 0.133105   0.1126745  0.09514575
 0.079031   0.0631185  0.048127   0.02790675 0.01731975 0.00616175
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.03146988 0.1983835  0.34142187 0.31171875 0.1140715  0.0029345
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.09541296 0.39910672 0.42087056 0.08460976 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.03088391 0.06712318 0.08872721 0.10266265 0.10200467 0.08946927
 0.07587928 0.06441992 0.05523982 0.04758015 0.04138592 0.03663504
 0.03257122 0.0294482  0.02699972 0.0248693  0.02292657 0.02142079
 0.020418   0.01933517]"
['data' 'LabeledDB_new' 'Bearing' '349' 'normalized_v2.ply'],"[0.01   0.0392 0.0732 0.1396 0.1154 0.1204 0.0764 0.081  0.0774 0.0774
 0.0742 0.0434 0.0674 0.005  0.     0.     0.     0.     0.     0.    ]","[0.0542805  0.19616925 0.1683175  0.133585   0.11239375 0.0953735
 0.078868   0.0628175  0.04800125 0.0275425  0.0169085  0.00574275
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.03275612 0.200536   0.34135413 0.31186913 0.11088425 0.00260037
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[9.0802240e-02 3.9158272e-01 4.2889264e-01 8.8721600e-02 8.0000000e-07
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.03089277 0.06655626 0.08902204 0.1017228  0.10079153 0.08888012
 0.07516964 0.06369148 0.05416329 0.04740477 0.04152195 0.03708744
 0.03314497 0.03032849 0.02781959 0.025496   0.02377516 0.02226892
 0.02081398 0.01944881]"
