path,true_class,mesh_is_watertight,diameter,mesh_nr_vertices,mesh_nr_faces,mesh_surface_area,mesh_volume,convex_hull_nr_vertices,convex_hull_nr_faces,convex_hull_surface_area,convex_hull_volume,bounding_box_p0,bounding_box_p1,bounding_box_surface_area,bounding_box_volume,bounding_box_diameter,distance_to_center,scale,alignment,correctly_oriented_axes,eigenvalues
['data' 'LabeledDB_new' 'Airplane' '71' 'normalized_v2.ply'],Airplane,True,1.0000040896379836,5849,11694,0.5564361772717646,0.011236321189041255,388,772,1.0773819122821255,0.04848481841953581,[-0.4182893  -0.4962965  -0.06258751],[0.39499742 0.50370353 0.13675003],2.349485713049042,0.16211857486462924,1.3042893866054242,2.970578693539416e-11,1.0000000298023224,1.0,3,[0.03927645 0.03246718 0.00139348]
['data' 'LabeledDB_new' 'Airplane' '72' 'normalized_v2.ply'],Airplane,True,1.0000553526890745,5228,10452,0.49119700600424904,0.008555672109143942,410,816,1.0066092392578614,0.041135674794799446,[-0.49683878 -0.39965135 -0.04882669],[0.50316119 0.33170906 0.13243654],2.090384731292636,0.13256874874393348,1.2520959801732874,9.04027350364283e-11,0.9999999701976776,1.0,3,[0.03798758 0.03160339 0.00093605]
['data' 'LabeledDB_new' 'Airplane' '73' 'normalized_v2.ply'],Airplane,True,1.0011585597629455,5109,10214,0.4847323801811703,0.00873941074789741,427,850,1.028535766685873,0.043370745328976536,[-0.490751   -0.36125094 -0.06590065],[0.50924903 0.4464514  0.12635015],2.310469175587034,0.15528142677229298,1.2997474713219845,3.2426692363636606e-11,1.0000000298023224,1.0,3,[0.03614217 0.03431227 0.0009894 ]
['data' 'LabeledDB_new' 'Airplane' '74' 'normalized_v2.ply'],Airplane,True,1.0000135938461883,5044,10084,0.48281584619693996,0.009770876073089955,509,1014,0.8674292140983592,0.03544455803567805,[-0.49663201 -0.31549507 -0.07191546],[0.50336802 0.382029   0.11879957],2.0425348767234905,0.13302832272984383,1.2340632514702594,1.1252875913401851e-10,1.0000000298023224,1.0,3,[0.03637612 0.02395614 0.00103701]
['data' 'LabeledDB_new' 'Airplane' '75' 'normalized_v2.ply'],Airplane,True,1.0113069390426377,8679,17354,0.8609917773055513,0.018902192343226078,434,864,1.3493729963876062,0.06105096639115559,[-0.43282861 -0.48295999 -0.10524826],[0.56717139 0.48213577 0.079819  ],2.657541316648391,0.17860763366027044,1.4020198700387694,1.8997725521554848e-11,1.0,1.0,3,[0.04885114 0.04417067 0.00141086]
['data' 'LabeledDB_new' 'Airplane' '76' 'normalized_v2.ply'],Airplane,True,1.0077799991197227,5923,11842,0.5933241072364817,0.01467005350244111,576,1148,1.1009549423292717,0.053690002759993805,[-0.53632993 -0.39768392 -0.08413084],[0.4636701  0.40582407 0.15505913],2.4697780615729075,0.19219105424174862,1.3049279597005923,4.10063577341166e-11,1.0000000298023224,1.0,3,[0.06641214 0.01559633 0.00177712]
['data' 'LabeledDB_new' 'Airplane' '77' 'normalized_v2.ply'],Airplane,True,1.0124401179902947,6587,13170,0.6431401510286232,0.013742294345220387,421,838,1.2682750738691737,0.06157989570471231,[-0.45200101 -0.48820028 -0.06928807],[0.54799902 0.48958898 0.16107856],2.8668118773959126,0.22525002406629546,1.417441592509808,5.987094229057112e-11,1.0000000298023224,1.0,3,[0.05669566 0.03039128 0.00154228]
['data' 'LabeledDB_new' 'Airplane' '78' 'normalized_v2.ply'],Airplane,True,1.0182844235466129,7470,14936,0.6898153256148452,0.013298526453715237,366,728,1.4765142189986529,0.07613528356967371,[-0.5253861  -0.48318595 -0.05717039],[0.47461393 0.48484126 0.21483019],3.006663553874657,0.26330396625277197,1.4181188391222133,9.627944549346935e-11,1.0000000298023224,1.0,3,[0.0700154  0.03476445 0.00171979]
['data' 'LabeledDB_new' 'Airplane' '79' 'normalized_v2.ply'],Airplane,True,1.0292422638819843,6689,13374,0.6700166105822971,0.012423033300360958,398,792,1.2904968295279313,0.06907466342666559,[-0.44921026 -0.48615861 -0.05925329],[0.38418773 0.51384139 0.22823198],2.7209458180600885,0.23958964910777825,1.3331166431180768,3.718996075277935e-11,1.0,1.0,3,[0.04311956 0.04041974 0.00183702]
['data' 'LabeledDB_new' 'Airplane' '80' 'normalized_v2.ply'],Airplane,True,1.0102296584293413,7351,14698,0.7058009121996673,0.01337239108582907,360,716,1.2916049874387878,0.06777947694913011,[-0.46888432 -0.50658214 -0.06080632],[0.36910209 0.49341786 0.21064009],2.673802419087114,0.22746839676341524,1.3326306211949457,1.0273917279592192e-10,1.0,1.0,3,[0.04457071 0.04015804 0.001698  ]
['data' 'LabeledDB_new' 'Ant' '100' 'normalized_v2.ply'],Ant,True,1.0084794664426835,8064,16124,0.812475284801226,0.018279809658938825,503,1002,1.3740468567967574,0.11363334410801114,[-0.4816381  -0.25803992 -0.1981519 ],[0.51836193 0.29854363 0.2511279 ],2.5118502624849413,0.2500617551077888,1.2294867426814913,5.757265962154785e-11,1.0000000298023224,1.0,3,[0.06352905 0.01534241 0.0103512 ]
['data' 'LabeledDB_new' 'Ant' '81' 'normalized_v2.ply'],Ant,True,1.0079228868160683,6370,12736,0.6571900332305678,0.015639659151129526,525,1046,1.1623303078495573,0.08960193068682935,[-0.46381369 -0.28105941 -0.1455674 ],[0.53618634 0.26970753 0.26376158],2.371081657460709,0.22544487971679197,1.2128043959681236,4.8230694340172105e-11,1.0000000298023224,1.0,3,[0.06402608 0.00869071 0.00675695]
['data' 'LabeledDB_new' 'Ant' '82' 'normalized_v2.ply'],Ant,True,1.0211916759429849,8299,16594,0.8492921471416587,0.023330710819392367,731,1458,1.5200500369281893,0.14028417706293356,[-0.49068689 -0.27064317 -0.15257151],[0.50931311 0.33242008 0.33427298],2.7670115531020096,0.29359802606367724,1.265188860386066,3.780906792659994e-11,1.0,1.0,3,[0.07254936 0.01492489 0.00930729]
['data' 'LabeledDB_new' 'Ant' '83' 'normalized_v2.ply'],Ant,True,1.006474759854031,6376,12748,0.647823722212775,0.0158100936391132,828,1652,1.1266325112314806,0.07714402077311318,[-0.51662248 -0.25263566 -0.12387643],[0.48337755 0.32909498 0.20971447],2.218763221550179,0.19406005291765097,1.2040321757596968,5.7681791925854647e-11,1.0000000298023224,1.0,3,[0.06443613 0.01292921 0.00429698]
['data' 'LabeledDB_new' 'Ant' '84' 'normalized_v2.ply'],Ant,True,1.035883256320336,6850,13696,0.7434789744492758,0.017507285893020978,592,1180,1.4681226952916986,0.12480159897187058,[-0.42891952 -0.24234484 -0.26950622],[0.57108045 0.25974363 0.31696701],2.7660462253672877,0.2944614375553107,1.2633461995096746,2.926173258166707e-11,0.9999999701976776,1.0,3,[0.07483811 0.01139184 0.01070082]
['data' 'LabeledDB_new' 'Ant' '85' 'normalized_v2.ply'],Ant,True,1.055136696458408,8388,16772,0.8331317430373794,0.021462642532793882,768,1532,1.2781081006416761,0.08774421867797572,[-0.46097764 -0.30233839 -0.13980764],[0.53902233 0.36510277 0.19299319],2.444733880972903,0.22212496881835764,1.2474910972812783,1.6368087622551126e-10,0.9999999701976776,1.0,3,[0.07270006 0.01856545 0.00315029]
['data' 'LabeledDB_new' 'Ant' '86' 'normalized_v2.ply'],Ant,True,1.0122236149435837,7038,14072,0.7182612932827382,0.01953552734249411,1173,2342,1.1017922011141132,0.07843939194384655,[-0.47698715 -0.17487375 -0.16304848],[0.52301282 0.29722407 0.19066648],1.9856016517575346,0.16698805869572342,1.1610299616814437,3.0851559438643375e-11,0.9999999701976776,1.0,3,[0.06820041 0.00913322 0.00716611]
['data' 'LabeledDB_new' 'Ant' '87' 'normalized_v2.ply'],Ant,True,1.0356819720637842,7470,14936,0.78645011561165,0.022433060423780446,487,970,1.5740150094049077,0.14321255060876645,[-0.47840291 -0.2883184  -0.22860527],[0.52159709 0.36469412 0.34254837],3.194273259502552,0.3729704748898257,1.3238737949399166,7.099236506174705e-11,1.0,1.0,3,[0.0762957  0.01519777 0.00689638]
['data' 'LabeledDB_new' 'Ant' '88' 'normalized_v2.ply'],Ant,True,1.027072482195204,8210,16416,0.8705449314388631,0.02369541451774323,468,932,1.7441423698692988,0.16260346839313142,[-0.46438798 -0.43429691 -0.21197778],[0.53561205 0.41106433 0.33081228],3.6940099993169113,0.4588536839306967,1.4174825281319834,1.532143155006788e-11,1.0000000298023224,1.0,3,[0.07285972 0.02342075 0.00935266]
['data' 'LabeledDB_new' 'Ant' '89' 'normalized_v2.ply'],Ant,True,1.011151220878199,7654,15304,0.7721398017475192,0.017007821222015888,480,956,1.224831225608328,0.08843099765603324,[-0.49488914 -0.26437727 -0.13507409],[0.50511086 0.30133542 0.19893922],2.177363146701296,0.18895556994221607,1.1964931012441642,1.9276719618085975e-11,1.0,1.0,3,[0.06005168 0.01667869 0.0042098 ]
['data' 'LabeledDB_new' 'Ant' '90' 'normalized_v2.ply'],Ant,True,1.0188566608868297,7877,15750,0.8351951055780612,0.021943565993655222,597,1190,1.507764388138143,0.12656530639365224,[-0.50571239 -0.28310791 -0.19299059],[0.49428761 0.33949801 0.26540947],2.7328171279561637,0.28540258837402455,1.2640287744128418,3.855587336807169e-11,1.0,1.0,3,[0.07072526 0.01852067 0.00987786]
['data' 'LabeledDB_new' 'Ant' '91' 'normalized_v2.ply'],Ant,True,1.027959706077183,8640,17276,0.9167543565211297,0.02638786324934138,378,752,1.71474824981897,0.15848775036276933,[-0.45468193 -0.30487344 -0.22061609],[0.54531807 0.34845406 0.29811248],3.0219114012091426,0.33889963659490485,1.30227345207987,3.710677563587237e-11,1.0,1.0,3,[0.07949077 0.01665247 0.01074217]
['data' 'LabeledDB_new' 'Ant' '92' 'normalized_v2.ply'],Ant,True,1.0116681404921708,5867,11730,0.5942266666649184,0.014391156438237759,829,1654,1.0032603288749187,0.06342926331863487,[-0.48975465 -0.2306053  -0.13442655],[0.51024538 0.2609362  0.19828573],1.975591401790207,0.16354189857438803,1.1628888899561878,3.663504736425049e-11,1.0000000298023224,1.0,3,[0.07132227 0.00798401 0.00448967]
['data' 'LabeledDB_new' 'Ant' '93' 'normalized_v2.ply'],Ant,True,1.016638856749176,8216,16432,0.8204604888332837,0.023758034897426297,724,1444,1.4984117045499268,0.11155052223371252,[-0.48452494 -0.40451521 -0.1430029 ],[0.51547503 0.42146471 0.19364709],2.88139198814857,0.2780661180735163,1.3399910363664673,8.47029993491751e-11,0.9999999701976776,1.0,3,[0.07724013 0.02029935 0.00670879]
['data' 'LabeledDB_new' 'Ant' '94' 'normalized_v2.ply'],Ant,True,1.0001352234493455,7236,14468,0.6821532927017625,0.013810834096796986,458,912,1.3810984451365516,0.08291922100941056,[-0.45288509 -0.44285461 -0.12390016],[0.54711491 0.43433869 0.17177761],2.8644752483191356,0.25936655603956504,1.3626787700532454,1.0657234057170192e-10,1.0,1.0,3,[0.05294756 0.02873071 0.00248925]
['data' 'LabeledDB_new' 'Ant' '95' 'normalized_v2.ply'],Ant,True,1.018973712922862,7355,14706,0.7214226649843785,0.019463091598847942,789,1574,1.1548097551817145,0.0765629867525439,[-0.47278208 -0.29817638 -0.13619134],[0.52721792 0.35852545 0.16062967],2.2968914989533724,0.19492290337397167,1.2326232235731556,5.6119734144752895e-11,1.0,1.0,3,[0.06846845 0.01580558 0.00302145]
['data' 'LabeledDB_new' 'Ant' '96' 'normalized_v2.ply'],Ant,True,1.0363651936144411,8504,17004,0.792267310541009,0.017522683340543993,466,928,1.3678998568566163,0.0745581891827075,[-0.47337466 -0.33823693 -0.11268849],[0.52662534 0.47630823 0.11085687],2.440356600008542,0.18208778784778445,1.3089905789323877,5.997515968949182e-11,1.0,1.0,3,[0.05687361 0.02820141 0.00238294]
['data' 'LabeledDB_new' 'Ant' '97' 'normalized_v2.ply'],Ant,True,1.040806163356223,8167,16330,0.8002764763425148,0.018009153786152757,488,972,1.2297201273887315,0.07441857656297893,[-0.47310922 -0.32270324 -0.10991658],[0.52689075 0.33940947 0.11248038],2.063523009828345,0.14725185168141372,1.2197760424710977,3.593756198217198e-11,0.9999999701976776,1.0,3,[0.05885151 0.02025032 0.00274159]
['data' 'LabeledDB_new' 'Ant' '98' 'normalized_v2.ply'],Ant,True,1.0049938447385929,6154,12304,0.6275894271698698,0.016495237792254234,834,1664,1.0461065711725424,0.07182937887705536,[-0.5149917  -0.19066907 -0.14196704],[0.4850083  0.25643712 0.25672174],2.0481023987828357,0.178256223633819,1.1657000873934766,2.7112609078238766e-11,1.0,1.0,3,[0.06756706 0.00781646 0.00490467]
['data' 'LabeledDB_new' 'Ant' '99' 'normalized_v2.ply'],Ant,True,1.013972997136018,6881,13758,0.6952112209224078,0.014352573615095475,459,914,1.4385717408099352,0.10574659109321555,[-0.45877376 -0.37327245 -0.16931744],[0.54122621 0.33436006 0.23228464],2.7868424760946873,0.2841866762776168,1.289196625218293,7.649972330849021e-11,0.9999999701976776,1.0,3,[0.0621015  0.01793076 0.00577519]
['data' 'LabeledDB_new' 'Armadillo' '281' 'normalized_v2.ply'],Armadillo,True,1.0440224593505922,25273,50542,1.1381823025058655,0.041323832407944704,209,414,1.5989505932138586,0.14193028321466147,[-0.42884973 -0.44924706 -0.23578623],[0.57115024 0.44916278 0.2181462 ],3.5203192094293936,0.4078173550984586,1.4188709744448222,6.742219028953046e-11,0.9999999701976776,1.0,3,[0.04662213 0.03474676 0.01197591]
['data' 'LabeledDB_new' 'Armadillo' '282' 'normalized_v2.ply'],Armadillo,False,1.0744187404717516,24473,48942,1.1459789327215972,0.04127493241171246,351,698,1.4348566099951021,0.12840353208341923,[-0.46314073 -0.26872095 -0.21241003],[0.53685927 0.33717105 0.25512576],2.7134079894739855,0.2832761983731622,1.2592437560933882,9.633481970268098e-11,1.0,1.0,3,[0.05391025 0.02427434 0.00973687]
['data' 'LabeledDB_new' 'Armadillo' '283' 'normalized_v2.ply'],Armadillo,True,1.0230015824556722,24484,48964,0.6910225898151121,0.018213689641631763,292,580,0.9261691234515773,0.05805511842459548,[-0.51155365 -0.19002467 -0.17779927],[0.48844638 0.25530362 0.17390063],1.9073002821957088,0.156621923174026,1.149787011726653,1.6570570526066866e-10,1.0000000298023224,1.0,3,[0.05769848 0.01007752 0.00410472]
['data' 'LabeledDB_new' 'Armadillo' '284' 'normalized_v2.ply'],Armadillo,False,1.0140311934009254,25494,50984,1.2783603068223985,0.049559398801497734,493,982,1.6659071141870716,0.16255684929867645,[-0.40339109 -0.28742865 -0.26606029],[0.59660894 0.46389136 0.3365472 ],3.613357188988566,0.4527510745417344,1.3883866875142645,1.7445465788755577e-10,1.0000000298023224,1.0,3,[0.05007484 0.0307736  0.01851497]
['data' 'LabeledDB_new' 'Armadillo' '285' 'normalized_v2.ply'],Armadillo,True,1.0594986248279883,25193,50382,1.4547049226316167,0.058560918389941125,469,934,1.9017785200599304,0.198825927969982,[-0.46266049 -0.26595357 -0.3039048 ],[0.53733951 0.38605514 0.27628225],3.2209655555225716,0.37828701298124123,1.32730266961963,9.03352415559251e-11,1.0,1.0,3,[0.07195427 0.02832951 0.01581406]
['data' 'LabeledDB_new' 'Armadillo' '286' 'normalized_v2.ply'],Armadillo,True,1.1413419220014274,25108,50212,2.0696133591592263,0.094164449876528,588,1172,2.5322546780617157,0.32562339059453316,[-0.43649024 -0.32091349 -0.41633892],[0.56350976 0.52861983 0.4199695 ],4.792627214145313,0.7104718678949524,1.5559944195799034,1.4067237967868538e-10,1.0,1.0,3,[0.06909411 0.04485361 0.03226191]
['data' 'LabeledDB_new' 'Armadillo' '287' 'normalized_v2.ply'],Armadillo,False,1.1063522131459942,25491,50978,1.5183298455171579,0.060118024080960654,332,660,2.0034933208108265,0.21586949855743817,[-0.47067064 -0.3815403  -0.28229827],[0.52932936 0.40216112 0.30832982],3.6744111562649664,0.46287607078156157,1.401081529823409,6.514235712085963e-11,1.0,1.0,3,[0.0641999  0.03305616 0.01889927]
['data' 'LabeledDB_new' 'Armadillo' '288' 'normalized_v2.ply'],Armadillo,True,1.1413673740489176,20000,39996,1.8582299624417502,0.08373296378338752,419,834,2.457350838626822,0.3048933999410336,[-0.47644314 -0.43517724 -0.39028743],[0.52355683 0.4311876  0.47634295],4.967626488149026,0.750818061267578,1.5816561504301605,9.602565981642258e-11,0.9999999701976776,1.0,3,[0.06424002 0.04008013 0.03254118]
['data' 'LabeledDB_new' 'Armadillo' '289' 'normalized_v2.ply'],Armadillo,True,1.0823169356209137,25211,50418,1.2647060249661612,0.045703767687868074,273,542,2.076105142112904,0.21871468612013353,[-0.42796344 -0.5106293  -0.3472026 ],[0.42335927 0.48937067 0.31863928],4.168021709305904,0.5668462950000954,1.472445484088451,4.9276689738617756e-11,0.9999999701976776,1.0,3,[0.05105494 0.04293047 0.01949817]
['data' 'LabeledDB_new' 'Armadillo' '290' 'normalized_v2.ply'],Armadillo,False,1.049107004688382,25431,50858,0.8385206053074743,0.02295225237389242,234,464,1.3364058268146064,0.11165221615194791,[-0.49370322 -0.30711246 -0.23333026],[0.50629681 0.33172008 0.27353314],2.9389936138641826,0.32380084277763604,1.290355601957454,4.783464376609098e-11,1.0000000298023224,1.0,3,[0.04629774 0.02155803 0.01063372]
['data' 'LabeledDB_new' 'Armadillo' '291' 'normalized_v2.ply'],Armadillo,False,1.0022282733097698,24615,49226,1.1165689294806203,0.04074365215717123,551,1098,1.1503495291866899,0.09391901982291963,[-0.52017277 -0.20712361 -0.23281637],[0.47982723 0.26506686 0.23411818],2.319214118451744,0.22048204289419937,1.2004131415939954,8.219846777556808e-11,1.0,1.0,3,[0.05488775 0.01296468 0.01010564]
['data' 'LabeledDB_new' 'Armadillo' '292' 'normalized_v2.ply'],Armadillo,True,1.0763910849544853,21774,43544,1.286525427813569,0.05228875345689873,209,414,1.8228153545352441,0.17380711812029634,[-0.44503692 -0.41906232 -0.23306794],[0.55496305 0.47171018 0.2610811 ],3.6501917398131187,0.4401743622126476,1.4274658840734369,7.134448000333196e-11,0.9999999701976776,1.0,3,[0.05206414 0.04149045 0.01242312]
['data' 'LabeledDB_new' 'Armadillo' '293' 'normalized_v2.ply'],Armadillo,True,1.0561406474106356,15000,29996,1.048433930291049,0.038691798042730007,405,806,1.3538099840176094,0.11703317788530986,[-0.46903494 -0.25082344 -0.20175678],[0.53096503 0.34151715 0.25932774],2.653088289883632,0.2731190647707683,1.2503864375074971,1.0630250107530895e-10,0.9999999701976776,1.0,3,[0.05166235 0.02340154 0.00927878]
['data' 'LabeledDB_new' 'Armadillo' '294' 'normalized_v2.ply'],Armadillo,True,1.0181466741590945,16501,32998,0.6347882266674003,0.017110553553714554,298,592,0.8588105619128047,0.05201778138341017,[-0.51649988 -0.16253789 -0.18586364],[0.48350015 0.20397153 0.16939394],1.7039445648502336,0.13020525649060669,1.1227364644747388,3.047802471720566e-11,1.0000000298023224,1.0,3,[0.06152515 0.00761319 0.00394008]
['data' 'LabeledDB_new' 'Armadillo' '295' 'normalized_v2.ply'],Armadillo,True,1.0143641833036388,16780,33556,1.0689326219406172,0.0442820191134801,538,1072,1.4262813849817688,0.12574554552244313,[-0.38642478 -0.34995389 -0.28099751],[0.61357522 0.36153257 0.26834816],3.303368275636771,0.39085200690941946,1.3446165432990944,3.9966437540339854e-11,1.0,1.0,3,[0.05738686 0.02491922 0.01220861]
['data' 'LabeledDB_new' 'Armadillo' '296' 'normalized_v2.ply'],Armadillo,True,1.0811087054673332,15832,31660,1.3298417697126246,0.05774430764949009,485,966,1.6909828832364266,0.15341653268537955,[-0.48641938 -0.27144334 -0.2132535 ],[0.51358062 0.39384761 0.23523785],2.8243190770131754,0.2983772369614446,1.282090691531729,2.7022138235565707e-11,1.0,1.0,3,[0.07673041 0.02667706 0.01034673]
['data' 'LabeledDB_new' 'Armadillo' '297' 'normalized_v2.ply'],Armadillo,True,1.025655098064909,15315,30626,1.4314367402224253,0.06260156195422117,757,1510,1.6860454712220496,0.1769582455765518,[-0.45992082 -0.3296642  -0.34129855],[0.54007918 0.38899153 0.29334772],3.6187883627479334,0.4560921794208417,1.3853670811913543,1.0316745668912741e-10,1.0,1.0,3,[0.05464272 0.02773713 0.02158296]
['data' 'LabeledDB_new' 'Armadillo' '298' 'normalized_v2.ply'],Armadillo,True,1.1013443126572904,15000,29996,1.4191313752830816,0.058556756212656325,359,714,1.9597407825468056,0.2084888246524423,[-0.47686124 -0.37571141 -0.28671673],[0.52313876 0.41070372 0.30355731],3.681779196947172,0.46420043264297384,1.402452207395831,4.314529676517943e-11,1.0,1.0,3,[0.06141724 0.03440772 0.01912918]
['data' 'LabeledDB_new' 'Armadillo' '299' 'normalized_v2.ply'],Armadillo,True,1.16724596552183,17117,34230,1.8190620222298235,0.08654553920060831,445,886,2.4975009422344763,0.30601786819050464,[-0.4541311  -0.44240865 -0.36543718],[0.54586893 0.4527159  0.43379328],4.819531735548679,0.7154108276132007,1.5620554888590006,9.08335699644773e-11,1.0000000298023224,1.0,3,[0.0675209  0.04265121 0.03278027]
['data' 'LabeledDB_new' 'Armadillo' '300' 'normalized_v2.ply'],Armadillo,True,1.0870919578497331,17453,34902,1.2057053714095303,0.04548301506140473,290,576,2.0381365416756534,0.2143147988992943,[-0.44464076 -0.52019453 -0.36945352],[0.51404732 0.47980547 0.30627516],4.564459577622344,0.6478130297970424,1.5413280256169246,4.3913869029786474e-11,1.0,1.0,3,[0.04895195 0.04517164 0.02013022]
['data' 'LabeledDB_new' 'Bearing' '341' 'normalized_v2.ply'],Bearing,True,1.0138904950675716,1663,3322,0.7549927059710997,0.032309023885847665,673,1342,0.7864448669023705,0.0424898001240106,[-0.40200511 -0.14971757 -0.14984277],[0.59799486 0.14978343 0.15002075],1.378347850194423,0.08980942116387407,1.0861026284350914,9.717873846931037e-11,0.9999999701976776,0.9999999999999997,3,[0.08906535 0.00563436 0.00559689]
['data' 'LabeledDB_new' 'Bearing' '342' 'normalized_v2.ply'],Bearing,False,1.013834645326902,1663,3322,0.7549967229637891,0.032309255621289217,690,1376,0.7861974439267452,0.04247330237435685,[-0.40223789 -0.15019223 -0.1496222 ],[0.59776211 0.14982532 0.14980137],1.3785469073381158,0.08983232768009763,1.0861238456855264,1.0134783765242442e-10,1.0,0.9999999999999999,3,[0.08908459 0.00562342 0.00559551]
['data' 'LabeledDB_new' 'Bearing' '343' 'normalized_v2.ply'],Bearing,True,1.0136614757687443,1663,3322,0.7547160619492151,0.032291242484246696,693,1382,0.7861525778330077,0.0424767027385004,[-0.40357643 -0.14986137 -0.14930205],[0.59642357 0.15007892 0.15056151],1.3794900264362813,0.08994116316339973,1.0862238867810312,1.542040689505319e-10,1.0,1.0,3,[0.08911119 0.00561878 0.00558446]
['data' 'LabeledDB_new' 'Bearing' '344' 'normalized_v2.ply'],Bearing,True,1.0581562970515752,3182,6360,1.3053175502706775,0.0882030049483845,570,1136,1.348514279752658,0.10696952513547996,[-0.44575277 -0.21433018 -0.21227859],[0.5542472  0.21283098 0.21489753],2.073620588773405,0.1824730393815882,1.1683090474093736,3.96724359680744e-11,0.9999999701976776,0.9999999999999999,3,[0.10683272 0.01367249 0.01359842]
