path,surface_area,compactness,sphericity,rectangularity,convexity,diameter,eccentricity,major_eccentricity,minor_eccentricity
['data' 'LabeledDB_new' 'Armadillo' '298' 'normalized_v2.ply'],0.25022256262023623,-0.3886299580130622,-0.23291506411427468,-0.4109995507456536,-0.4342223385043791,0.6400174875011884,-0.6093270621801672,-0.43891074207781505,-0.460113143014404
['data' 'LabeledDB_new' 'Armadillo' '299' 'normalized_v2.ply'],0.7104668106001968,-0.40391418603440404,-0.19883037503770165,-0.4457488849276344,-0.42644728375157964,1.5657084838305113,-0.6566810275230216,-0.46896327745490474,-0.5156433193595858
['data' 'LabeledDB_new' 'Armadillo' '300' 'normalized_v2.ply'],0.0046097509938452606,-0.3815937425138874,-0.2477978080907815,-0.7867991224202755,-0.708001193607898,0.43982104403769273,-0.6413760133772984,-0.543303094643805,-0.41042088592582304
['data' 'LabeledDB_new' 'Bearing' '341' 'normalized_v2.ply'],-0.5140749593263874,-0.6040252068649071,0.7034053661341162,1.158471380917861,1.478517036185185,-0.5884071121645084,-0.08665132705951781,1.6484331258661904,-0.5485018853874294
['data' 'LabeledDB_new' 'Bearing' '342' 'normalized_v2.ply'],-0.5140703365304261,-0.6040248660383758,0.7034023707379888,1.1578724031947847,1.4797169094619427,-0.5891916084531125,-0.08634835801280402,1.6535201296494175,-0.5486923724097159
['data' 'LabeledDB_new' 'Bearing' '343' 'normalized_v2.ply'],-0.5143933240748317,-0.6040248798573845,0.7034024921878685,1.1536028555889322,1.4777824930859698,-0.5916240436631127,-0.0848561428522565,1.6561721875842916,-0.5485631724849844
['data' 'LabeledDB_new' 'Bearing' '344' 'normalized_v2.ply'],0.11924445753510032,-0.6686520661139763,1.522498802002102,1.9890391483768202,1.7344646648351956,0.033374778892393195,-0.4181753891756809,0.45850083299542105,-0.5486411444865114
['data' 'LabeledDB_new' 'Bearing' '345' 'normalized_v2.ply'],0.12850592661693125,-0.6647647250277449,1.453288066528502,1.9016647411818768,1.6823295516235346,0.0495162987467436,-0.41437202419045016,0.459566645711934,-0.5474248724017096
['data' 'LabeledDB_new' 'Bearing' '346' 'normalized_v2.ply'],0.12293767350900274,-0.6664099062180798,1.4821365947097551,1.8715269500136247,1.6837479514314195,0.021041564771904882,-0.421363826285651,0.45081961509878027,-0.5490093079160134
['data' 'LabeledDB_new' 'Bearing' '347' 'normalized_v2.ply'],0.08827557789753311,-0.701927240450096,2.3099379015269883,3.4523103123338243,2.2634135208296504,-0.07023923921776834,-0.45883417686637107,0.3008543879088882,-0.5473742199836229
['data' 'LabeledDB_new' 'Bearing' '348' 'normalized_v2.ply'],-0.8343852419937959,-0.5927918214155342,0.6096739800595068,3.2309178332809987,2.169317709345099,-0.7130210897594845,0.6074020603760006,4.150537690510074,-0.548685504366554
['data' 'LabeledDB_new' 'Bearing' '349' 'normalized_v2.ply'],-0.834429179852473,-0.5927918029360193,0.609673833667383,3.225212704683354,2.168965403712448,-0.7122824262766182,0.6180593852101547,4.185401613631537,-0.548605287029037
['data' 'LabeledDB_new' 'Bearing' '350' 'normalized_v2.ply'],-0.8393351113597362,-0.5971178939963071,0.6446255003214277,3.2399529310889092,2.1762377463673923,-0.722984457117443,0.6053409187576917,4.15359508458107,-0.5489273810969026
['data' 'LabeledDB_new' 'Bearing' '351' 'normalized_v2.ply'],-0.4915299172558552,-0.6385632144971158,1.0664240023968028,1.8113270535415034,1.504911158939143,-0.47077052697094357,-0.25329647409138406,1.0256750123015637,-0.5469502191513336
['data' 'LabeledDB_new' 'Bearing' '352' 'normalized_v2.ply'],-0.4836163147735874,-0.6468290387137211,1.1754390911381059,1.9047524689924993,1.615781960529868,-0.48269835898874464,-0.27261885340972886,0.9618418011024121,-0.5472686038580796
['data' 'LabeledDB_new' 'Bearing' '353' 'normalized_v2.ply'],-0.898368830482316,-0.5436252539646317,0.29079390601303434,0.5619014552664571,0.7956796309063124,-0.7453035556589174,0.20043796338915337,2.6898448823426904,-0.5488235842841489
['data' 'LabeledDB_new' 'Bearing' '354' 'normalized_v2.ply'],-0.6761238408476414,-0.6102899452507551,0.7601502401093747,0.7619019934090143,0.8818745537823146,-0.4698864430934979,0.13768368993321325,2.4583482933564067,-0.5486346818549254
['data' 'LabeledDB_new' 'Bearing' '355' 'normalized_v2.ply'],-0.9113927023122702,-0.5735686634174588,0.46952439394175577,3.9342784188426303,2.434942484464208,-0.7168892082249843,1.246430878050719,6.455656571808076,-0.5487626990468473
['data' 'LabeledDB_new' 'Bearing' '356' 'normalized_v2.ply'],-0.9114761409886445,-0.5736319674634616,0.4699492603742198,3.9114798598604623,2.434872437963583,-0.7159617911356646,1.2579853534110752,6.504450186511223,-0.5488742489065747
['data' 'LabeledDB_new' 'Bearing' '357' 'normalized_v2.ply'],-0.8467612218953579,0.11115624849004069,-0.7275084546240027,4.2750367073023465,1.7561579275420023,-0.638341858068816,4.871613824657805,5.378967965328678,-0.28834035099104405
['data' 'LabeledDB_new' 'Bearing' '358' 'normalized_v2.ply'],0.4375534677030955,-0.13103821599344953,-0.5781197377301434,-0.6270735375620845,-0.43319173559422747,0.25250295230558445,-0.6425555586619431,-0.3491547335549866,-0.5485413698283513
['data' 'LabeledDB_new' 'Bearing' '359' 'normalized_v2.ply'],0.44074596746405725,-0.13089114912611058,-0.5782425539477312,-0.6264788190096352,-0.43394045852003077,0.2698165448339178,-0.64073518556991,-0.34253894048330896,-0.5485636251317975
['data' 'LabeledDB_new' 'Bearing' '360' 'normalized_v2.ply'],-0.6303789998535138,-0.6031009419539296,0.695317796154467,3.247630185224927,2.0994464004885733,-0.5831947233970691,0.18011379427969995,2.6093179959011454,-0.5485774986006112
['data' 'LabeledDB_new' 'Bird' '241' 'normalized_v2.ply'],-0.9746441083250521,-0.32586431739160193,-0.3505434777009855,-0.8044736637843888,-0.4825882169811941,-0.7832536755009617,0.36178823517123243,-0.37750552532723236,0.7008020809862994
['data' 'LabeledDB_new' 'Bird' '242' 'normalized_v2.ply'],-0.3967441110056041,-0.24387251966532347,-0.4652453106306382,-0.6971872026169428,-0.41524668588828967,-0.7830077680571422,-0.5320318472084764,-0.4284081561275475,-0.35476289101267855
['data' 'LabeledDB_new' 'Bird' '243' 'normalized_v2.ply'],-0.9796103500803993,-0.3833151077427785,-0.24420168455739943,-0.30701643559723946,0.18754551605451153,-0.7832038202945634,1.6983885208940126,1.319226188162508,-0.17412926514457716
['data' 'LabeledDB_new' 'Bird' '244' 'normalized_v2.ply'],-0.8643079730979036,-0.05182677489031878,-0.6374149570919235,-0.4928754197481017,-0.010522503590893744,-0.7765545634198389,1.3879157692194382,0.3269661879723779,0.17252645439857503
['data' 'LabeledDB_new' 'Bird' '245' 'normalized_v2.ply'],-0.5344145025910639,0.1021103656775579,-0.7233475544220409,-0.8854896336309495,-0.7215455855614284,-0.7835026056324201,-0.5303522297617818,-0.4114428229052962,-0.37016243029098433
['data' 'LabeledDB_new' 'Bird' '246' 'normalized_v2.ply'],-0.8882690003259522,-0.16918765985431145,-0.5443712461968547,-0.5734401887788523,-0.35151000363045093,-0.7832663712630907,0.10591255666275266,0.9467222275067144,-0.45368137854805796
['data' 'LabeledDB_new' 'Bird' '247' 'normalized_v2.ply'],-0.6888455742555837,-0.061130587521204933,-0.6310963927505876,-0.8166809660945881,-0.5937590989846215,-0.7828797915355395,-0.41283055185874323,-0.048562995399275374,-0.4586258937188065
['data' 'LabeledDB_new' 'Bird' '248' 'normalized_v2.ply'],0.14619947757629728,0.2744744161862984,-0.7907442019098241,-0.9399925291122028,-0.8268666952482613,0.4053950840998487,-0.6441255905083059,-0.5415426584614796,-0.41993170877866426
['data' 'LabeledDB_new' 'Bird' '249' 'normalized_v2.ply'],-0.9703215222753285,-0.14106835604267948,-0.5696169983840408,-0.831579972821682,-0.5339138831328745,-0.7807087032811693,0.46741236516988577,0.11813987210847327,-0.06765381300627671
['data' 'LabeledDB_new' 'Bird' '250' 'normalized_v2.ply'],-0.8488420008313702,0.013760781883988328,-0.6779319289592721,-0.5037570318114951,0.1139572561607346,-0.7832573777386312,2.1177275589150595,-0.41703848600063775,3.3531823402666374
['data' 'LabeledDB_new' 'Bird' '251' 'normalized_v2.ply'],-0.9796103500803993,-0.3833151077427785,-0.24420168455739943,-0.30701643559723946,0.18754551605451153,-0.7832038202945634,1.6983885208940126,1.319226188162508,-0.17412926514457716
['data' 'LabeledDB_new' 'Bird' '252' 'normalized_v2.ply'],-0.5350709824955786,-0.04721690733641769,-0.6404889418218085,-0.8565116560018816,-0.7189185670167929,-0.7829818947173862,-0.4484977704042522,-0.1888756878088192,-0.43153008611321
['data' 'LabeledDB_new' 'Bird' '253' 'normalized_v2.ply'],-0.6179757385691097,0.054209622029044856,-0.6998705023620448,-0.8298402316433251,-0.577629012676037,-0.756993556197033,0.07508771615889494,-0.477380104804078,0.7898852240460676
['data' 'LabeledDB_new' 'Bird' '254' 'normalized_v2.ply'],-0.9431926997524406,-0.03301353796897249,-0.6497322237524467,-0.44504839355225184,0.10863058975122193,-0.7832550344364009,2.527151073394128,0.08447404364392651,1.0115148708395225
['data' 'LabeledDB_new' 'Bird' '255' 'normalized_v2.ply'],-0.7710195352485869,-0.2897350288722256,-0.40550076382123207,-0.7148963358762648,-0.3979840913682059,-0.7835031338742403,-0.40340365101479636,-0.06986344619609958,-0.44584385139853916
['data' 'LabeledDB_new' 'Bird' '256' 'normalized_v2.ply'],-0.7405996266745881,-0.22687635558266137,-0.48501892822744425,-0.8273717057836986,-0.41492450155676047,-0.7790589240848487,-0.35907669824701965,-0.5444625582460653,0.30304719373421346
['data' 'LabeledDB_new' 'Bird' '257' 'normalized_v2.ply'],-0.7654967854364684,2.554559174846008,-1.0333674701456264,-0.7799281956241145,-0.6699146687530791,-0.7827292416177433,2.3582178311462307,-0.0536399730751246,1.2615583426072978
['data' 'LabeledDB_new' 'Bird' '258' 'normalized_v2.ply'],-0.006846679030718349,0.4577751796103893,-0.8423862262583707,-0.8394555366726385,-0.8705971678457863,-0.6566731010070884,-0.5931919904350331,-0.5136932108634276,-0.347366963732897
['data' 'LabeledDB_new' 'Bird' '259' 'normalized_v2.ply'],-0.2919262567478865,-0.17364029663807104,-0.5401705548657465,-0.7389444756263298,-0.5826950719268271,-0.7366256599534267,-0.3912991722328202,-0.4726604888573504,-0.05141269797188475
['data' 'LabeledDB_new' 'Bird' '260' 'normalized_v2.ply'],0.23413821470298773,0.044950589416109,-0.6950307807383466,-0.8323192073438102,-0.6563068667111576,-0.3683643617412729,-0.6558123016070206,-0.5408906907131532,-0.4497096365748074
['data' 'LabeledDB_new' 'Bust' '301' 'normalized_v2.ply'],0.18630695954173074,-0.6557669058405103,1.3060668413034482,1.279241315203843,1.2254768495152943,-0.3910132320246852,-0.46957538616456307,0.12014207312100761,-0.5277687164120174
['data' 'LabeledDB_new' 'Bust' '302' 'normalized_v2.ply'],0.7572248167483194,-0.6116812251207276,0.7732271305491859,0.8379167449806316,1.0694615078319591,-0.44552946379176644,-0.5535117142368599,-0.31965444903683055,-0.4637613316722678
['data' 'LabeledDB_new' 'Bust' '303' 'normalized_v2.ply'],0.5466621154926112,-0.639623575482288,1.0798336050221116,1.12833950035368,1.2160300038594318,0.09485932052102707,-0.5324847227796172,-0.3072218034261372,-0.4485647803224617
['data' 'LabeledDB_new' 'Bust' '304' 'normalized_v2.ply'],-0.010217843311757664,-0.5855208738124289,0.5539009158265584,0.7064282551335469,0.6637337868633418,-0.654570905697479,-0.36959121914755844,0.31910911549058973,-0.5142020861785682
['data' 'LabeledDB_new' 'Bust' '305' 'normalized_v2.ply'],1.0662085420638603,-0.610632845849813,0.763356677380343,0.6472656272457786,1.104627372389372,-0.20131201045554772,-0.6313656090916848,-0.43764431086429595,-0.4943937780535166
['data' 'LabeledDB_new' 'Bust' '306' 'normalized_v2.ply'],0.527052614098388,-0.676060489737799,1.6651360063636873,0.8491628200042711,1.2018768430957147,-0.5199849160580589,-0.5738282954380128,-0.27768566828269714,-0.5023486062198611
['data' 'LabeledDB_new' 'Bust' '307' 'normalized_v2.ply'],1.569245201362308,-0.6858956140149565,1.879820163093044,1.6219876564095839,1.4156319226493743,0.8497082419235044,-0.6459695479918444,-0.3968246813183918,-0.5356255597691878
['data' 'LabeledDB_new' 'Bust' '308' 'normalized_v2.ply'],1.7560461238037404,-0.7161207050705495,2.807341677716522,2.1296710743353255,1.8036887695179482,0.45105017639045836,-0.6605139037407658,-0.44871021431416824,-0.5331823307986615
['data' 'LabeledDB_new' 'Bust' '309' 'normalized_v2.ply'],0.9866387574200441,-0.66529283084459,1.4624793131498988,1.1584521448456926,1.720273027638257,-0.3392302119900082,-0.6560004134261236,-0.4219264590109835,-0.538832163952731
['data' 'LabeledDB_new' 'Bust' '310' 'normalized_v2.ply'],1.3732929587655631,-0.7301001515988008,3.460139940456847,1.5522124650500528,2.072812592159712,-0.31007622867199064,-0.6513532447531712,-0.5313594368253983,-0.4509340952075078
['data' 'LabeledDB_new' 'Bust' '311' 'normalized_v2.ply'],0.9186397634010798,-0.6123811274280679,0.7798735908966596,1.2512515468600856,0.8498970901071156,0.011505399014860926,-0.554808949534525,-0.1391622763878935,-0.5275978821628173
['data' 'LabeledDB_new' 'Bust' '312' 'normalized_v2.ply'],1.0262909539625709,-0.6142290888220021,0.7976452182447168,0.7837003360621595,0.9898413863802418,-0.5029583486714413,-0.5688932774273489,-0.41043840924556574,-0.4240494620941269
