path,surface_area,compactness,rectangularity,diameter,eccentricity,convexity,major_eccentricity,minor_eccentricity
['data' 'LabeledDB_new' 'Airplane' '73' 'refined.ply'],-0.8581408012970917,-0.0511186766574556,-0.8772056824547682,-0.7548318961757496,0.774062824925593,-0.7799350228574057,-0.5444271314312222,3.1856824615757997
['data' 'LabeledDB_new' 'Airplane' '74' 'refined.ply'],-0.8600670071672281,-0.17479778350785083,-0.7675602931087413,-0.7650718078777208,0.7049284396506206,-0.48326069678371036,-0.4792167681507369,1.940617421426355
['data' 'LabeledDB_new' 'Airplane' '75' 'refined.ply'],-0.4226228416408705,0.05790598160717264,-0.5606021867405154,-0.6523382799149412,0.6896739679900097,-0.3506252535549552,-0.5371477386496025,2.81198232569711
['data' 'LabeledDB_new' 'Airplane' '76' 'refined.ply'],-0.7341937874705509,-0.2551234135398158,-0.7443160691672855,-0.6951132500723826,0.8134609379329438,-0.4875126677050711,-0.07445239644376914,0.3352893039687651
['data' 'LabeledDB_new' 'Airplane' '77' 'refined.ply'],-0.6739674246853924,-0.08491877328224051,-0.8470357200941393,-0.6335776023661434,0.7565225626310613,-0.6879881555050185,-0.4242322392156616,1.5021716712887128
['data' 'LabeledDB_new' 'Airplane' '78' 'refined.ply'],-0.6174595818147922,0.08654070586764556,-0.9125135163727748,-0.5755147807467542,0.9170407019413213,-0.8788905467163525,-0.40168363151426534,1.5548987445520641
['data' 'LabeledDB_new' 'Airplane' '79' 'refined.ply'],-0.6333214493838228,0.12296310334462977,-0.9057553936879348,-0.34539432692638433,0.24642586991414547,-0.8568864210081156,-0.5456945800382363,1.8658682466080203
['data' 'LabeledDB_new' 'Airplane' '80' 'refined.ply'],-0.597379581454099,0.12896625418334784,-0.8636198939489979,-0.6029627096530786,0.33640339920189793,-0.7925513765150117,-0.5388912258912563,1.9819534288483798
['data' 'LabeledDB_new' 'Ant' '100' 'refined.ply'],-0.4764460034972048,-0.0013036713723401229,-0.7752968566213715,-0.6555018102385352,-0.48878513274443486,-0.9328262596487105,-0.09160271820113779,-0.4946065593079059
['data' 'LabeledDB_new' 'Ant' '81' 'refined.ply'],-0.6539395528370314,-0.17601507439626488,-0.7862628139671025,-0.6555410593621978,-0.35310567729065395,-0.8747906031401349,0.3914662563676771,-0.5178109399582637
['data' 'LabeledDB_new' 'Ant' '82' 'refined.ply'],-0.42339711611202,-0.18911896160861977,-0.7300268308617374,-0.5177820610702183,-0.42275744938207904,-0.9093910397550775,0.011161036952692209,-0.4812129387006927
['data' 'LabeledDB_new' 'Ant' '83' 'refined.ply'],-0.6663362648846035,-0.2041694197523946,-0.7163070449483724,-0.6746255868872416,-0.1228028425370455,-0.7537827248149469,0.03754416867405823,-0.3244629985451291
['data' 'LabeledDB_new' 'Ant' '84' 'refined.ply'],-0.5549022811747915,-0.10436369644862302,-0.856979906630885,-0.3279797811792911,-0.4494915532739137,-1.0104008521832575,0.28233664813927256,-0.541426607448132
['data' 'LabeledDB_new' 'Ant' '85' 'refined.ply'],-0.449546303232845,-0.1392440284192655,-0.6193261115492409,-0.1009341476383429,0.2053805888535807,-0.602896024341146,-0.12467427659404898,-0.001718901435277514
['data' 'LabeledDB_new' 'Ant' '86' 'refined.ply'],-0.5872997397866306,-0.25039582755474205,-0.5109699826491834,-0.6282840699460415,-0.3491435730834758,-0.5850920597809336,0.40624826824121235,-0.5182711975223864
['data' 'LabeledDB_new' 'Ant' '87' 'refined.ply'],-0.5080685272568981,-0.25148073677102667,-0.8515056949034219,-0.37140556408603,-0.2892111414513346,-0.9453133388659669,0.0445887604806654,-0.41727584462260653
['data' 'LabeledDB_new' 'Ant' '88' 'refined.ply'],-0.4061925953887369,-0.16967292394202318,-0.907016732482059,-0.4363951362419882,-0.4215470520202162,-0.9890344380537256,-0.24346272422239246,-0.38092464461801634
['data' 'LabeledDB_new' 'Ant' '89' 'refined.ply'],-0.5235814847874397,-0.0074660207242356,-0.6650523067827528,-0.6189842763037847,-0.1536318386555096,-0.8085356978266596,-0.164116008934584,-0.22182994161728947
['data' 'LabeledDB_new' 'Ant' '90' 'refined.ply'],-0.44945832342985786,-0.15583564952517118,-0.7489439218202911,-0.5344248815637429,-0.44630701264487094,-0.8833222982399862,-0.1355309606475819,-0.4516328918942874
['data' 'LabeledDB_new' 'Ant' '91' 'refined.ply'],-0.35453113677639525,-0.1967694126876116,-0.7412938285158303,-0.45413852779260155,-0.437299700811105,-0.9070933390985291,0.004257673148347994,-0.4877459467477534
['data' 'LabeledDB_new' 'Ant' '92' 'refined.ply'],-0.7254821180866768,-0.2338113973853806,-0.6646957212613289,-0.605566787463316,-0.08800842537544672,-0.6670367559835046,0.6143698141798289,-0.460874685449806
['data' 'LabeledDB_new' 'Ant' '93' 'refined.ply'],-0.4657916725158366,-0.24759615965031623,-0.6890410934041457,-0.5524287945977958,-0.2652448393621812,-0.7262950900635677,-0.13783675523935912,-0.3217544766237844
['data' 'LabeledDB_new' 'Ant' '94' 'refined.ply'],-0.6264363200671009,0.023099371832474704,-0.898215579874194,-0.7455781150103938,0.13824523058050148,-0.9114093088741039,-0.427282369294784,0.6229953001244432
['data' 'LabeledDB_new' 'Ant' '95' 'refined.ply'],-0.5837535621500162,-0.24260761661667715,-0.598513255305442,-0.5544267898557389,0.18238805639968664,-0.5636322306906086,-0.06459909356299529,-0.07819698119480878
['data' 'LabeledDB_new' 'Ant' '96' 'refined.ply'],-0.49565235000073854,0.004698946348776375,-0.6191937837744474,-0.2990041308596603,0.24181158803052658,-0.6447107873338892,-0.40752299821019994,0.6783419608712965
['data' 'LabeledDB_new' 'Ant' '97' 'refined.ply'],-0.48829660413642906,-0.012285229154729094,-0.45402422476639964,-0.2652333142024661,0.12719764010773396,-0.6118161692781704,-0.27697986872514513,0.1598114141523818
['data' 'LabeledDB_new' 'Ant' '98' 'refined.ply'],-0.6878439914834684,-0.27474102359910263,-0.6508321625813053,-0.6858683955852756,-0.17146120601754303,-0.6563603986551968,0.587308396080261,-0.48274055426596213
['data' 'LabeledDB_new' 'Ant' '99' 'refined.ply'],-0.6097085721016217,0.010163121174632412,-0.9185423498712694,-0.6035793665593275,-0.29376371887659763,-1.0315699998703263,-0.18511453359772045,-0.3130274985041909
['data' 'LabeledDB_new' 'Armadillo' '281' 'refined.ply'],-0.12822182803755341,-0.31631541228912674,-0.5688520876842806,-0.38800433565213954,-0.5792611369886737,-0.3952356616125785,-0.5024386561899183,-0.3368907230022917
['data' 'LabeledDB_new' 'Armadillo' '282' 'refined.ply'],-0.14056916837187633,-0.3238807304611763,-0.2728876296908323,0.007204551608874214,-0.5135247925704639,-0.27447761175894325,-0.3747359577611557,-0.38205042544556095
['data' 'LabeledDB_new' 'Armadillo' '283' 'refined.ply'],-0.641988554766443,-0.281280076899376,-0.48517969203076644,-0.5839830235520572,-0.16213946178657632,-0.3192109994164795,0.14576501408188594,-0.38594849578355406
['data' 'LabeledDB_new' 'Armadillo' '284' 'refined.ply'],0.02616123340425725,-0.326605719337979,-0.5312643226811891,-0.699494380409755,-0.629761378727797,-0.3550542043852162,-0.4592536664950761,-0.47762553821922576
['data' 'LabeledDB_new' 'Armadillo' '285' 'refined.ply'],0.22977275305607264,-0.3055796935241882,-0.2646041398626869,0.22286691838868172,-0.5520559456799361,-0.39620793335021376,-0.325972412379836,-0.45919576348583857
['data' 'LabeledDB_new' 'Armadillo' '286' 'refined.ply'],0.9087559256147443,-0.27217628841659774,-0.39827561090114705,0.8468404034977703,-0.6530410188818156,-0.4306350684568574,-0.47472032403872705,-0.5063190391531366
['data' 'LabeledDB_new' 'Armadillo' '287' 'refined.ply'],0.28035058240668376,-0.2874943038824334,-0.4017577761367695,0.24706729901909677,-0.6009640692556666,-0.45716123018399163,-0.41337825981641085,-0.4665155171148525
['data' 'LabeledDB_new' 'Armadillo' '288' 'refined.ply'],0.6868922613928591,-0.3004531961147805,-0.5385293866781908,0.8026768699008376,-0.6590316613963906,-0.4769493916323393,-0.463451392701824,-0.5236337575649586
['data' 'LabeledDB_new' 'Armadillo' '289' 'refined.ply'],0.007732542779172457,-0.2841671435770364,-0.7225649702681103,0.23002633723123123,-0.6327654427578061,-0.724408770441287,-0.5276757365718129,-0.41324052679322676
['data' 'LabeledDB_new' 'Armadillo' '290' 'refined.ply'],-0.46838247191637944,-0.2359070977108486,-0.7710927277257549,-0.21515656493060795,-0.5613097731077693,-0.7516692007576168,-0.38227554197792385,-0.4355133319920384
['data' 'LabeledDB_new' 'Armadillo' '291' 'refined.ply'],-0.16085779182572185,-0.3321818221585119,-0.045873263483787334,-0.626567034189389,-0.5168070220945395,0.15483425714329607,-0.07053218796510712,-0.517970313056682
['data' 'LabeledDB_new' 'Armadillo' '292' 'refined.ply'],0.03501670721983431,-0.3511278820379154,-0.4812660515514788,0.12109626915044337,-0.5682058238830108,-0.3577301912062486,-0.5176049284038524,-0.28642131960752654
['data' 'LabeledDB_new' 'Armadillo' '293' 'refined.ply'],-0.22810770084266208,-0.3502433659239351,-0.31921996650178064,-0.15426647095828466,-0.5142160920200955,-0.24391920829239191,-0.37614311168276976,-0.38170435810829895
['data' 'LabeledDB_new' 'Armadillo' '294' 'refined.ply'],-0.6944927953753219,-0.3054027675214056,-0.36334807749765474,-0.5214690303654546,-0.10145055202869377,-0.25349801770837505,0.49709265895143684,-0.4458974119338883
['data' 'LabeledDB_new' 'Armadillo' '295' 'refined.ply'],-0.2122154932529043,-0.4067494946347377,-0.4994218509385148,-0.4795993678139712,-0.5445615098457081,-0.15610506744528727,-0.3600823375815843,-0.4303909228112086
['data' 'LabeledDB_new' 'Armadillo' '296' 'refined.ply'],0.09362473467449857,-0.3773120737283488,0.008733751006184204,0.23228528706055435,-0.4365886734060387,-0.05756018480090954,-0.27782426572494656,-0.37259480135903766
['data' 'LabeledDB_new' 'Armadillo' '297' 'refined.ply'],0.20905456861862987,-0.3579552168328374,-0.3569429449406818,-0.44912795984358933,-0.6356979513536335,-0.16565169281472772,-0.40747200890963897,-0.517722096071876
['data' 'LabeledDB_new' 'Armadillo' '298' 'refined.ply'],0.2029572060646536,-0.3272842344383584,-0.42062110691325344,0.23766613347092658,-0.6078827289806211,-0.44760497060200527,-0.4378935975544919,-0.4591067461918931
['data' 'LabeledDB_new' 'Armadillo' '299' 'refined.ply'],0.6694065094120959,-0.33930865126047804,-0.47361135077737676,1.24543419338839,-0.6564731920474772,-0.4407216382306335,-0.4680207677127678,-0.5165913673546447
['data' 'LabeledDB_new' 'Armadillo' '300' 'refined.ply'],-0.04912213728343355,-0.3210028811876686,-0.7886812385356269,0.2761013264921164,-0.6398912609917141,-0.7215556801660394,-0.5411602200601695,-0.4103888971676651
['data' 'LabeledDB_new' 'Bearing' '341' 'refined.ply'],-0.5667737245499559,-0.4826778476362459,1.101602252460559,-0.5948147847947903,-0.08958220478764095,1.4662376665191539,1.638459489667201,-0.5483684962015444
['data' 'LabeledDB_new' 'Bearing' '342' 'refined.ply'],-0.5662611328190128,-0.482441267175975,1.0908089911505126,-0.5922373716753766,-0.08558522383846857,1.4658559211702464,1.6533825252835144,-0.5483942060664461
['data' 'LabeledDB_new' 'Bearing' '343' 'refined.ply'],-0.5663406649063235,-0.4824290404205367,1.1077122657670009,-0.5948911082058682,-0.09195372746161845,1.4632349151645783,1.637065359914809,-0.5487099748269231
['data' 'LabeledDB_new' 'Bearing' '344' 'refined.ply'],0.06915117463415715,-0.5251765376667568,1.8884110642621301,-0.11365144595174075,-0.4179227933897709,1.7058107870191712,0.45280178514154806,-0.5479584291486944
['data' 'LabeledDB_new' 'Bearing' '345' 'refined.ply'],0.07189573476423257,-0.5233184996016522,1.7904118816823797,-0.10357682328781827,-0.4141885629155347,1.6661098405043626,0.4667908050286607,-0.5480162127319724
['data' 'LabeledDB_new' 'Bearing' '346' 'refined.ply'],0.07039048374912428,-0.5238260398915594,1.7639905618913507,-0.11536703503560085,-0.4198222957314999,1.6531775424904576,0.4491921211279724,-0.5482704471603158
['data' 'LabeledDB_new' 'Bearing' '347' 'refined.ply'],0.053652463312891634,-0.546313484944256,3.228612555256307,-0.20845598516330138,-0.4562148600533149,2.19925288490548,0.30277060214042617,-0.546533966691482
['data' 'LabeledDB_new' 'Bearing' '348' 'refined.ply'],-0.8680170041163257,-0.46282502897438743,2.9959958235690434,-0.6867410434857336,0.6167282977933976,2.0748870167109352,4.157006150265788,-0.5478416660622389
['data' 'LabeledDB_new' 'Bearing' '349' 'refined.ply'],-0.8680577901926276,-0.4628905633955525,3.0123776727948957,-0.6864949932940072,0.6087104747172914,2.0747434897059924,4.150221341351978,-0.5483498175731486
['data' 'LabeledDB_new' 'Bearing' '350' 'refined.ply'],-0.8707525549263274,-0.4641916691862234,3.0157908238708924,-0.692778960392094,0.6098429232495658,2.084195853460974,4.157640020215871,-0.548426851448578
['data' 'LabeledDB_new' 'Bearing' '351' 'refined.ply'],-0.5380295433002862,-0.5041133041971811,1.7002394155810028,-0.5179364999524849,-0.24928550911887776,1.507899751626266,1.0314295370106104,-0.546278121095458
['data' 'LabeledDB_new' 'Bearing' '352' 'refined.ply'],-0.5239047180264917,-0.5073266207332998,1.7355023809481371,-0.5155954146725075,-0.2758704741866157,1.5537506078505836,0.9331535742458494,-0.5459734009072219
['data' 'LabeledDB_new' 'Bearing' '353' 'refined.ply'],-0.938188342339383,-0.4330327073231335,0.4758254453349277,-0.7029343537722231,0.20292533932911658,0.7699685896621695,2.696981178775564,-0.5485670621228547
['data' 'LabeledDB_new' 'Bearing' '354' 'refined.ply'],-0.7165873704609459,-0.48119213084359336,0.6828137057971502,-0.5207916786775576,0.13813842563408127,0.8637246398335369,2.4529873666126383,-0.5481965418183542
['data' 'LabeledDB_new' 'Bearing' '355' 'refined.ply'],-0.9431743142879223,-0.44582086903167073,3.655847551285991,-0.6902670602871285,1.2552933028638196,2.327513962620289,6.494898101371346,-0.5486383895315612
['data' 'LabeledDB_new' 'Bearing' '356' 'refined.ply'],-0.9431391873666654,-0.4457849416492667,3.6437303920964546,-0.6923743849595523,1.2596747573958935,2.3228299604656772,6.481380635415495,-0.5481826743621571
['data' 'LabeledDB_new' 'Bearing' '357' 'refined.ply'],-0.9117823540546149,-0.06939007130268954,3.812692331456385,-0.6356906376614446,4.832140513044314,1.6229513625782146,5.378810517484154,-0.2912800723766427
['data' 'LabeledDB_new' 'Bearing' '358' 'refined.ply'],0.37877305528625665,-0.14428848680359788,-0.6443298666937527,0.09883842945583264,-0.6399458313260163,-0.45007775872785855,-0.34474462246651094,-0.547460771369249
['data' 'LabeledDB_new' 'Bearing' '359' 'refined.ply'],0.37929915711438356,-0.14502094234641144,-0.6397595194647725,0.09544511984819394,-0.640729833340496,-0.44949886175241194,-0.34519928968029323,-0.5481998513388396
['data' 'LabeledDB_new' 'Bearing' '360' 'refined.ply'],-0.6736989097386732,-0.47770469891430406,3.1716305489692775,-0.605060393898714,0.18897785920479876,2.079013849664183,2.600853006790017,-0.5470163285515659
['data' 'LabeledDB_new' 'Bird' '241' 'refined.ply'],-1.0085782581221736,-0.25811647993579906,-0.8085292312335819,-0.7646879226836858,0.3707644529738012,-0.516621700987554,-0.38073432279911357,0.7282227467796295
['data' 'LabeledDB_new' 'Bird' '242' 'refined.ply'],-0.4215526590264347,-0.19352113911867128,-0.7071838215221715,-0.7427328444399874,-0.5303887036643643,-0.44357042048652134,-0.424516379864923,-0.35670203837812503
['data' 'LabeledDB_new' 'Bird' '243' 'refined.ply'],-1.01206793658858,-0.3003968934282375,-0.3373280563737651,-0.7469635389472351,1.6792017521262943,0.14590297712987077,1.3052591710302586,-0.17507393257872905
['data' 'LabeledDB_new' 'Bird' '244' 'refined.ply'],-0.8957717455899785,-0.049490451806052396,-0.5110990397961013,-0.7597471028022509,1.3602137654695763,-0.05539729555074544,0.3102209662677679,0.1746441363816037
['data' 'LabeledDB_new' 'Bird' '245' 'refined.ply'],-0.5688407275503253,0.053351165570003176,-0.8810084640106641,-0.7698503361023971,-0.52851625474088,-0.742370160568199,-0.4090124591730281,-0.3701470190085572
['data' 'LabeledDB_new' 'Bird' '246' 'refined.ply'],-0.9190179496207984,-0.1377154938952667,-0.5850457196399846,-0.7549785651439584,0.10267218868660895,-0.37978481151958776,0.960807844354055,-0.45624191642083683
['data' 'LabeledDB_new' 'Bird' '247' 'refined.ply'],-0.7186967290148848,-0.05386060684026396,-0.8160326613608511,-0.7749394393526131,-0.40732089323518256,-0.6189079937445254,-0.043110960364249856,-0.457063053931538
['data' 'LabeledDB_new' 'Bird' '248' 'refined.ply'],0.1276266506170031,0.19722470664970468,-0.9380196336010049,0.21414255542970495,-0.6431107006405732,-0.8436229281417105,-0.5396963337372341,-0.4205683226338561
['data' 'LabeledDB_new' 'Bird' '249' 'refined.ply'],-1.0048084317388437,-0.12348323821645171,-0.8254452176049613,-0.7973962180442404,0.46287740788803833,-0.5557263647433862,0.11277625547880629,-0.06628614819669204
['data' 'LabeledDB_new' 'Bird' '250' 'refined.ply'],-0.872651005680136,0.018009743365452847,-0.5077570594664839,-0.7723324625511,2.143396336674839,-0.1508829632847972,-0.4166282894210714,3.3951541324729178
['data' 'LabeledDB_new' 'Bird' '251' 'refined.ply'],-1.0117515592547035,-0.3003080073529778,-0.3364151434768901,-0.7413295613243837,1.6587171891713097,0.1449619894704525,1.2650943293488823,-0.16936343666946754
['data' 'LabeledDB_new' 'Bird' '252' 'refined.ply'],-0.5641579171565265,-0.04385042252416145,-0.8548087606934145,-0.7616824304478155,-0.4499318670956878,-0.7391078532266747,-0.19162598048058005,-0.4315985267678151
['data' 'LabeledDB_new' 'Bird' '253' 'refined.ply'],-0.1980038194306887,-0.1756441647902998,-0.6640827499177855,0.5721751075541401,0.06792468089238049,-0.41961408432951947,-0.4792151611762439,0.7942358389842687
['data' 'LabeledDB_new' 'Bird' '254' 'refined.ply'],-0.9762553260389999,-0.0377979843032791,-0.46438461748095217,-0.784479852474361,2.544066325974775,0.056554308723135785,0.089239711165904,1.0093595898611478
['data' 'LabeledDB_new' 'Bird' '255' 'refined.ply'],-0.8016982956449167,-0.22775735223292895,-0.7233618933472221,-0.7741315245628191,-0.40003374762147353,-0.4287767309672551,-0.0672688575287693,-0.44472364505175693
['data' 'LabeledDB_new' 'Bird' '256' 'refined.ply'],-0.663949246316254,-0.1410962296833126,-0.8621454504578656,-0.8085369276453652,-0.35839786693425124,-0.587348873348382,-0.5422074395821833,0.2962602764682711
['data' 'LabeledDB_new' 'Bird' '257' 'refined.ply'],0.5656450929253186,0.42685324902563176,-0.6871920393117577,5.734110160922238,2.3365992907853905,-0.9736091754977002,-0.05557763701187651,1.2537667460946404
['data' 'LabeledDB_new' 'Bird' '258' 'refined.ply'],0.9666844472033963,0.8777342467752681,-0.894842196692808,1.7078854654281417,-0.591582325428737,-1.0436244494659996,-0.5122701453353151,-0.3462371786158544
['data' 'LabeledDB_new' 'Bird' '259' 'refined.ply'],-0.32436249846376763,-0.14523980309674644,-0.7419451262593608,-0.7701842850535136,-0.3892236607116185,-0.6032507301610718,-0.4724674222273957,-0.04694929384832561
['data' 'LabeledDB_new' 'Bird' '260' 'refined.ply'],1.8476992425991803,1.0896992285922469,-0.7867736558687767,3.4341729701711294,-0.6552852363275427,-0.9255227297346825,-0.5398755714638275,-0.4503611371260302
['data' 'LabeledDB_new' 'Bust' '301' 'refined.ply'],0.15846222952608136,-0.5111324534156062,1.164494790178864,-0.44934234108025894,-0.46871972029860126,1.1784691973456518,0.11899123993862071,-0.5272254470732075
['data' 'LabeledDB_new' 'Bust' '302' 'refined.ply'],0.6258921989609721,-0.49967610398258405,0.7648367953677869,-0.5040977599403214,-0.5529790340204098,1.0535814534142645,-0.31669341606946355,-0.46498844580609733
['data' 'LabeledDB_new' 'Bust' '303' 'refined.ply'],0.48484986621100806,-0.5050751276139676,1.0357992172554629,-0.06352998599135481,-0.5302525868200074,1.1656265157096384,-0.30145387325245426,-0.44960681678004777
['data' 'LabeledDB_new' 'Bust' '304' 'refined.ply'],-0.06490792922820543,-0.4676774062772843,0.6455440361216951,-0.6449309070500211,-0.36988550334256926,0.6367233140710749,0.31703418799898947,-0.514038832114151
['data' 'LabeledDB_new' 'Bust' '305' 'refined.ply'],1.0069894292357815,-0.48248706286857507,0.6224700556142175,-0.30518933066486675,-0.6309406943324936,1.0768572897404525,-0.4372223263193555,-0.49455444274263355
['data' 'LabeledDB_new' 'Bust' '306' 'refined.ply'],0.5065891599028011,-0.5252635019535555,0.7647760489634128,-0.5284420158245029,-0.5742329919844485,1.1519410985347367,-0.27496448692168407,-0.5040266150246182
['data' 'LabeledDB_new' 'Bust' '307' 'refined.ply'],1.5372646301324269,-0.5343806533942476,1.4903093746198677,0.5299012290657983,-0.6451226595871896,1.3743919250250094,-0.3956373131142967,-0.5355608014634955
['data' 'LabeledDB_new' 'Bust' '308' 'refined.ply'],1.736313184416227,-0.5559169195859527,1.9766593132881265,0.25989774636277135,-0.6593239388589089,1.7489194071683434,-0.4472917596059223,-0.5327303895184544
['data' 'LabeledDB_new' 'Bust' '309' 'refined.ply'],0.7764350230726034,-0.5434493020730861,1.0882853640602126,-0.5224142662930952,-0.6547904076170862,1.7074552994768597,-0.41857082468535733,-0.5391923586324922
['data' 'LabeledDB_new' 'Bust' '310' 'refined.ply'],1.3234762296240177,-0.5683466709383418,1.4408546748804216,-0.36391396176169644,-0.6509325475411031,2.0235862194985406,-0.5306764247576471,-0.451395239046488
['data' 'LabeledDB_new' 'Bust' '311' 'refined.ply'],0.8463033794225755,-0.4873165154193165,1.1582628346884025,-0.11617237240994152,-0.5549912882480548,0.8130089058528965,-0.14842197375084676,-0.5257105518628719
['data' 'LabeledDB_new' 'Bust' '312' 'refined.ply'],0.9464795583533436,-0.4880039978048234,0.7092584835944319,-0.5555385961131553,-0.5680267253319783,0.9537946288794479,-0.40759470958738364,-0.42540507240732534
['data' 'LabeledDB_new' 'Bust' '313' 'refined.ply'],1.0478173898775425,-0.49925338514658296,1.2110168274522917,-0.3530495723470868,-0.5888934568131943,1.1526386422629378,-0.3433993747126147,-0.49070652580092083
['data' 'LabeledDB_new' 'Bust' '314' 'refined.ply'],0.7132712486896545,-0.4937903489401255,0.5706261640285146,0.6123523759748845,-0.5080424162347417,0.8173150035751198,-0.39405676977672643,-0.35750311007365326
['data' 'LabeledDB_new' 'Bust' '315' 'refined.ply'],0.6786715038503527,-0.5508893650095686,1.4005000974703505,-0.7374631964277654,-0.6405241867750441,1.8411099721090507,-0.35746854742234946,-0.5439797850483107
['data' 'LabeledDB_new' 'Bust' '316' 'refined.ply'],0.710940617289023,-0.5247236846965718,1.1356119667206153,-0.7574443625976144,-0.6350283200062224,1.492237647839664,-0.3424313865042697,-0.542692066946253
['data' 'LabeledDB_new' 'Bust' '317' 'refined.ply'],0.614782572382512,-0.555939983726164,1.2535368719119218,-0.5918978129445678,-0.6162432004273664,1.8264461024814695,-0.37230968497969624,-0.5091886991613538
['data' 'LabeledDB_new' 'Bust' '318' 'refined.ply'],0.3734758201772349,-0.522206753675736,1.1440871055698048,-0.29274617590297425,-0.5834033011961864,1.4333238764805694,-0.2672648073586958,-0.5152638727319652
['data' 'LabeledDB_new' 'Bust' '319' 'refined.ply'],0.5204037213967357,-0.5481855966186061,1.6733045691826578,-0.6877705181266295,-0.5628484440300406,1.461958811464132,-0.21467519117705428,-0.5139306657231711
['data' 'LabeledDB_new' 'Bust' '320' 'refined.ply'],1.2631167539727715,-0.5312502917105801,0.9439706997482319,-0.5995545756789423,-0.6493227149349972,1.691700381688745,-0.5081849452409678,-0.47218393200681497
['data' 'LabeledDB_new' 'Chair' '101' 'refined.ply'],0.3305863826789974,12.436525844526635,-1.1727240343761332,3.1555667894836037,-0.524924807709463,-1.4467304248324846,-0.1732046981389501,-0.4965588138121861
['data' 'LabeledDB_new' 'Chair' '102' 'refined.ply'],-0.13384368724313025,0.6201587463765162,-0.8505579377831328,-0.1767720019325978,-0.5993603625458296,-1.0412213693562287,-0.34289731846404714,-0.5026490860028604
['data' 'LabeledDB_new' 'Chair' '103' 'refined.ply'],-0.48043872446044694,0.2878183734414322,-0.9056249978711953,0.0564292891883167,-0.6138492433677493,-1.1077372591252912,-0.33543566151699633,-0.5217246774409429
['data' 'LabeledDB_new' 'Chair' '104' 'refined.ply'],-0.5668716169804865,1.2439351090474988,-0.9631440263400691,-0.17692355658240475,-0.5601952349682218,-1.196449346564429,-0.2087092113031308,-0.513535480140771
['data' 'LabeledDB_new' 'Chair' '105' 'refined.ply'],-0.5171840158576079,1.4249408687728233,-0.9819163588296917,-0.17235781885437687,-0.5528916814352077,-1.1825924650088313,-0.19156748991648073,-0.5127031248907788
['data' 'LabeledDB_new' 'Chair' '106' 'refined.ply'],0.011692562337351263,0.881252030948915,-0.9207443287000797,0.4444153486121378,-0.645287910154457,-1.163688660385221,-0.4257485169146165,-0.522253958338642
